Timestamp,Date,Start Time,End Time,Observer(s),Site,Nestbox,Species,Adult(s),Nest,Eggs,Nestlings,Notes,Activities,Wing chords,dead_nestlings,year,site
2021-05-27T07:58:52Z,2021-05-27T00:00:00Z,1899-12-30T07:45:00Z,1899-12-30T09:00:00Z,KL KG,RRR,RRRG4,TRES,1 on,Skipped,NA,NA,skipped- heard loud babies!!,NA,NA,NA,2021,RRRG
2021-06-03T08:06:04Z,2021-06-03T00:00:00Z,1899-12-30T08:00:00Z,1899-12-30T09:00:00Z,"KL, KG",RRR,RRRG4,TRES,3 near,Skipped,NA,NA,Skip 2,NA,NA,NA,2021,RRRG
2021-06-03T09:39:13Z,2021-06-03T00:00:00Z,1899-12-30T09:30:00Z,1899-12-30T10:30:00Z,"KL, KG",RRR,RRRG4,WEBL,-,2.5,0,0,NA,NA,NA,NA,2021,RRRG
2021-06-17T06:59:18Z,2021-06-17T00:00:00Z,1899-12-30T06:30:00Z,1899-12-30T07:30:00Z,"KL, KG",RRR,RRRG4,TRES,1 in,4/13,4,0,NA,NA,NA,NA,2021,RRRG
2021-06-24T08:25:33Z,2021-06-24T00:00:00Z,1899-12-30T07:30:00Z,1899-12-30T09:00:00Z,KL KG,RRR,RRRG4,TRES,1 in,4/12,4,0,-,NA,NA,NA,2021,RRRG
2021-07-01T08:16:23Z,2021-07-01T00:00:00Z,1899-12-30T07:30:00Z,1899-12-30T08:30:00Z,KL KG,RRR,RRRG4,TRES,2 near,4/10,1,3,"WC: 12,12,14",NA,"12,12,14",NA,2021,RRRG
2021-04-16T09:04:01Z,2021-04-16T00:00:00Z,1899-12-30T08:50:00Z,1899-12-30T09:49:59Z,KL KG,RRR,RRRG8,TRES,1 on box,1/1,0,0,-,NA,NA,NA,2021,RRRG
NA,2021-04-23T00:00:00Z,1899-12-30T10:45:00Z,1899-12-30T11:30:00Z,KL KG,RRR,RRRG8,WEBL?,-,1,0,0,-,NA,NA,NA,2021,RRRG
NA,2021-04-30T00:00:00Z,1899-12-30T08:30:00Z,1899-12-30T09:00:00Z,"KL, KG",RRR,RRRG8,TRES,1 in,1.5,0,0,-,NA,NA,NA,2021,RRRG
NA,2021-05-06T00:00:00Z,1899-12-30T15:40:00Z,1899-12-30T05:40:00Z,KL KG,RRR,RRRG8,TRES,1 near,3/6,0,0,-,NA,NA,NA,2021,RRRG
NA,2021-05-13T00:00:00Z,1899-12-30T08:20:00Z,1899-12-30T11:00:00Z,KL KG,RRR,RRRG8,TRES,1 near,4/7,2,0,-,NA,NA,NA,2021,RRRG
2021-05-20T08:00:49Z,2021-05-20T00:00:00Z,1899-12-30T07:40:00Z,1899-12-30T09:00:00Z,KL KG,RRR,RRRG8,TRES,1 in,4/9,6,0,-,NA,NA,NA,2021,RRRG
2021-05-27T08:07:56Z,2021-05-27T00:00:00Z,1899-12-30T07:45:00Z,1899-12-30T09:00:00Z,KL KG,RRR,RRRG8,TRES,2 on,4/18,6,0,loggers added???,NA,NA,NA,2021,RRRG
2021-06-03T08:50:11Z,2021-06-03T00:00:00Z,1899-12-30T08:00:00Z,1899-12-30T09:00:00Z,"KL, KG",RRR,RRRG8,TRES,1 in,4/15,1,5,"Placed cam, measure 1 WC: 9,9,8,9,8",NA,"9,9,8,9,8",NA,2021,RRRG
2021-06-10T10:03:28Z,2021-06-10T00:00:00Z,1899-12-30T09:30:00Z,1899-12-30T10:30:00Z,KL KG,RRR,RRRG8,TRES,1 near,4/8,0,3,"3 alive, 2 dead: blue and purple dead- yellow is extremely cold and unconscious  WC: 14,14,13","14,14,13",NA,2,2021,RRRG
2021-06-14T11:26:37Z,2021-06-14T00:00:00Z,1899-12-30T11:19:59Z,1899-12-30T11:25:00Z,"KL, KG",RRR,RRRG8,TRES,1 near,4/15,1,1,Yellow and orange dead; pink alive. Band on Thurs,NA,NA,NA,2021,RRRG
2021-06-17T07:17:04Z,2021-06-17T00:00:00Z,1899-12-30T06:30:00Z,1899-12-30T07:30:00Z,"KL, KG",RRR,RRRG8,TRES,1 on,4/5,1,1,banded,NA,NA,NA,2021,RRRG
2021-06-24T08:35:24Z,2021-06-24T00:00:00Z,1899-12-30T07:30:00Z,1899-12-30T09:00:00Z,KL KG TP DK,RRR,RRRG8,TRES,1 in 1 near,skipped,NA,NA,skipped,NA,NA,NA,2021,RRRG
2021-07-01T08:03:36Z,2021-07-01T00:00:00Z,1899-12-30T07:30:00Z,1899-12-30T08:30:00Z,KL KG,RRR,RRRG8,TRES,skipped,skipped,NA,NA,camera falling off,NA,NA,NA,2021,RRRG
2021-07-08T06:53:50Z,2021-07-08T00:00:00Z,1899-12-30T06:30:00Z,1899-12-30T07:00:00Z,"KL, KG, IS",RRR,RRRG8,TRES,-,3/10,1,0,Removed loggers & cam,NA,NA,NA,2021,RRRG
2021-04-16T10:04:04Z,2021-04-16T00:00:00Z,1899-12-30T09:40:00Z,1899-12-30T10:00:00Z,KL,RRR,RRRR1,-,-,-,0,0,-,NA,NA,NA,2021,RRRR
2021-04-30T09:21:28Z,2021-04-30T00:00:00Z,1899-12-30T09:10:00Z,1899-12-30T09:45:00Z,"KL, KG",RRR,RRRR1,WEBL,-,1,0,0,-,NA,NA,NA,2021,RRRR
NA,2021-05-07T00:00:00Z,1899-12-30T10:10:00Z,1899-12-30T10:35:00Z,KL KG,RRR,RRRR1,WEBL,-,3,0,0,-,NA,NA,NA,2021,RRRR
2021-05-13T12:35:26Z,2021-05-13T00:00:00Z,1899-12-30T12:30:00Z,1899-12-30T12:45:00Z,"KL, KG",RRR,RRRR1,WEBL,-,4,2,0,NA,NA,NA,NA,2021,RRRR
2021-05-20T08:49:54Z,2021-05-20T00:00:00Z,1899-12-30T08:45:00Z,1899-12-30T10:00:00Z,"KL, KG",RRR,RRRR1,WEBL,-,4,5,0,NA,NA,NA,NA,2021,RRRR
2021-05-27T10:25:24Z,2021-05-27T00:00:00Z,1899-12-30T10:20:00Z,1899-12-30T11:30:00Z,KL KG,RRR,RRRR1,WEBL,1 near,4,5,0,-,NA,NA,NA,2021,RRRR
2021-06-03T09:42:11Z,2021-06-03T00:00:00Z,1899-12-30T09:30:00Z,1899-12-30T11:00:00Z,KL KG,RRR,RRRR1,WEBL,1 near,4,1,4,"approx WC: 12,10,12",NA,"12,10,12",NA,2021,RRRR
2021-06-10T10:43:37Z,2021-06-10T00:00:00Z,1899-12-30T10:15:00Z,1899-12-30T10:45:00Z,"KL, KG",RRR,RRRR1,WEBL,-,4,0,4,Nest already scheduled,NA,NA,NA,2021,RRRR
2021-06-17T07:49:07Z,2021-06-17T00:00:00Z,1899-12-30T07:45:00Z,1899-12-30T08:30:00Z,KL KG DV,RRR,RRRR1,WEBL?,1 on,skipped,NA,NA,one adult WEBL on top,NA,NA,NA,2021,RRRR
2021-06-24T09:12:30Z,2021-06-24T00:00:00Z,1899-12-30T09:00:00Z,1899-12-30T09:15:00Z,"KL, KG, DK, TP",RRR,RRRR1,Skipped,Skipped,Skipped,NA,NA,Skip,NA,NA,NA,2021,RRRR
2021-07-01T08:40:46Z,2021-07-01T00:00:00Z,1899-12-30T08:30:00Z,1899-12-30T09:00:00Z,"KL, KG",RRR,RRRR1,TRES,-,4/10,0,0,3 dead nestlings,NA,NA,3,2021,RRRR
2021-07-08T07:38:09Z,2021-07-08T00:00:00Z,1899-12-30T07:15:00Z,1899-12-30T08:00:00Z,"KL, KG, IS",RRR,RRRR1,TRES,-,4/5,0,0,NA,NA,NA,NA,2021,RRRR
2021-04-16T09:57:55Z,2021-04-16T00:00:00Z,1899-12-30T09:40:00Z,1899-12-30T10:00:00Z,KL,RRR,RRRR2,TRES,"1 on, 1in",-,0,0,1 TRES on UB,NA,NA,NA,2021,RRRR
2021-04-23T12:13:56Z,2021-04-23T00:00:00Z,1899-12-30T12:00:00Z,1899-12-30T12:30:00Z,"KL, KG",RRR,RRRR2,TRES,"1 in, 1 near",2.5,0,0,-,NA,NA,NA,2021,RRRR
2021-04-30T09:18:15Z,2021-04-30T00:00:00Z,1899-12-30T09:10:00Z,1899-12-30T09:45:00Z,"KL, KG",RRR,RRRR2,TRES,1 on,3/4,0,0,-,NA,NA,NA,2021,RRRR
2021-05-07T10:31:28Z,2021-05-07T00:00:00Z,1899-12-30T10:00:00Z,1899-12-30T10:30:00Z,"KL, KG",RRR,RRRR2,TRES,"1 on, 1 in",4/5,4,0,Has loggers,NA,NA,NA,2021,RRRR
2021-05-13T12:33:40Z,2021-05-13T00:00:00Z,1899-12-30T12:30:00Z,1899-12-30T12:45:00Z,"KL, KG",RRR,RRRR2,TRES,2 near,4/30,5,0,NA,NA,NA,NA,2021,RRRR
2021-05-20T08:47:58Z,2021-05-20T00:00:00Z,1899-12-30T08:45:00Z,1899-12-30T10:00:00Z,"KL, KG",RRR,RRRR2,TRES,"1 on, 1 near",4/8,5,0,NA,NA,NA,NA,2021,RRRR
2021-05-30T22:38:56Z,2021-05-27T00:00:00Z,1899-12-30T10:20:00Z,1899-12-30T11:30:00Z,"KL, KG, IS",RRR,RRRR2,TRES,-,4/8,0,5,"WC: 19, 18, 15, 11, 17",NA,"19,18,15,11,17",NA,2021,RRRR
2021-06-03T10:06:27Z,2021-06-03T00:00:00Z,1899-12-30T09:30:00Z,1899-12-30T11:00:00Z,KL KG,RRR,RRRR2,TRES,2 near,4/18,0,5,banded and replaced camera battery,NA,NA,NA,2021,RRRR
2021-06-10T10:38:49Z,2021-06-10T00:00:00Z,1899-12-30T10:15:00Z,1899-12-30T10:45:00Z,"KL, KG",RRR,RRRR2,TRES,1 in,Skipped,NA,NA,Pulled plug out and put back in. Didn't hear nestlings inside,NA,NA,NA,2021,RRRR
2021-06-17T07:56:26Z,2021-06-17T00:00:00Z,1899-12-30T07:50:00Z,1899-12-30T08:45:00Z,"KL, KG",RRR,RRRR2,TRES,-,4/3,0,0,"Removed loggers, cam",NA,NA,NA,2021,RRRR
2021-06-24T09:11:42Z,2021-06-24T00:00:00Z,1899-12-30T09:00:00Z,1899-12-30T09:15:00Z,"KL, KG, DK, TP",RRR,RRRR2,WEBL,-,4,2,0,NA,NA,NA,NA,2021,RRRR
2021-07-01T08:37:22Z,2021-07-01T00:00:00Z,1899-12-30T08:30:00Z,1899-12-30T09:00:00Z,"KL, KG",RRR,RRRR2,WEBL,1 in,4,3,0,Placed loggers,NA,NA,NA,2021,RRRR
2021-07-08T07:34:46Z,2021-07-08T00:00:00Z,1899-12-30T07:15:00Z,1899-12-30T08:00:00Z,"KL, KG, IS",RRR,RRRR2,WEBL,1 in,4,3,0,NA,NA,NA,NA,2021,RRRR
2021-07-15T11:20:33Z,2021-07-15T00:00:00Z,1899-12-30T11:00:00Z,1899-12-30T11:30:00Z,KG,RRR,RRRR2,WEBL,2 near,4,1,1,"1 dead nestling (looked like it died right after hatching)- one still alive and healthy! WC: 14, m1",NA,NA,1,2021,RRRR
2021-09-10T13:11:36Z,2021-09-10T00:00:00Z,1899-12-30T13:10:00Z,1899-12-30T13:30:00Z,KL,RRR,RRRR2,TRES,-,4/5,0,0,"Removed hobos,",NA,NA,NA,2021,RRRR
2021-04-16T09:49:33Z,2021-04-16T00:00:00Z,1899-12-30T09:40:00Z,1899-12-30T10:00:00Z,KL KG,RRR,RRRR6,-,-,-,0,0,empty but with many poops on predator guard only,NA,NA,NA,2021,RRRR
NA,2021-04-23T00:00:00Z,1899-12-30T12:00:00Z,1899-12-30T12:30:00Z,KL KG,RRR,RRRR6,-,-,-,0,0,empty,NA,NA,NA,2021,RRRR
NA,2021-04-30T00:00:00Z,1899-12-30T09:10:00Z,1899-12-30T09:45:00Z,"KL, KG",RRR,RRRR6,WEBL,1 near,0.5,0,0,male near,NA,NA,NA,2021,RRRR
NA,2021-05-07T00:00:00Z,1899-12-30T10:10:00Z,1899-12-30T10:35:00Z,KL KG,RRR,RRRR6,TRES,1 in 1 near,4/3,0,0,-,NA,NA,NA,2021,RRRR
NA,2021-05-13T00:00:00Z,1899-12-30T00:25:00Z,1899-12-30T01:00:00Z,KL KG,RRR,RRRR6,TRES,1 in,4/8,3,0,-,NA,NA,NA,2021,RRRR
2021-05-20T08:45:04Z,2021-05-20T00:00:00Z,1899-12-30T08:40:00Z,1899-12-30T10:00:00Z,KL KG,RRR,RRRR6,TRES,1 in,4/18,5,0,-,NA,NA,NA,2021,RRRR
2021-05-27T10:34:01Z,2021-05-27T00:00:00Z,1899-12-30T10:25:00Z,1899-12-30T11:30:00Z,KL KG,RRR,RRRR6,TRES,1 in,4/32,5,0,-,NA,NA,NA,2021,RRRR
2021-06-03T10:48:01Z,2021-06-03T00:00:00Z,1899-12-30T09:03:00Z,1899-12-30T10:30:00Z,"KL, KG",RRR,RRRR6,TRES,1 in,4/25,0,5,"WC: 11, 12, 13, 1 nestling with feathers tight around foot, very swollen and immobile. Removed feathers, bleeding slightly from wound, but able to move foot",NA,"11,12,13",NA,2021,RRRR
2021-06-10T10:32:03Z,2021-06-10T00:00:00Z,1899-12-30T10:20:00Z,1899-12-30T11:00:00Z,KL KG,RRR,RRRR6,TRES,2 near,4/18,0,4,"WC: 38,34,35- one dead baby w his broken leg :(",NA,"38,34,35",1,2021,RRRR
2021-06-17T07:58:14Z,2021-06-17T00:00:00Z,1899-12-30T07:45:00Z,1899-12-30T08:30:00Z,KL KG DV,RRR,RRRR6,TRES,1 near,skipped,NA,NA,heard babies,NA,NA,NA,2021,RRRR
2021-06-24T09:03:53Z,2021-06-24T00:00:00Z,1899-12-30T09:00:00Z,1899-12-30T09:40:00Z,KL KG TP DK,RRR,RRRR6,skipped,skipped,skipped,NA,NA,skipped,NA,NA,NA,2021,RRRR
2021-07-01T08:33:09Z,2021-07-01T00:00:00Z,1899-12-30T08:30:00Z,1899-12-30T09:30:00Z,KL KG,RRR,RRRR6,TRES,-,4/12,0,0,-,NA,NA,NA,2021,RRRR
2022-03-15T17:22:48Z,2022-03-15T00:00:00Z,1899-12-30T17:10:00Z,1899-12-30T17:45:00Z,"KL, CP, SM",MBN,MBNG12,TRES,-,3/0,0,0,NA,NA,NA,NA,2022,MBNG
2022-03-23T08:05:31Z,2022-03-23T00:00:00Z,1899-12-30T07:53:00Z,1899-12-30T08:30:00Z,"KL, IS",MBN,MBNG12,TRES,1 on,4/2,0,0,NA,NA,NA,NA,2022,MBNG
2022-03-29T11:13:06Z,2022-03-29T00:00:00Z,1899-12-30T10:50:00Z,1899-12-30T11:19:59Z,YW,MBN,MBNG12,TRES,1 in,"4, 3 feathers",0,0,NA,NA,NA,NA,2022,MBNG
2022-04-05T07:51:48Z,2022-04-05T00:00:00Z,1899-12-30T07:30:00Z,1899-12-30T08:00:00Z,"SM, VW, KL",MBN,MBNG12,TRES,1 on,4/6,1,0,NA,NA,NA,NA,2022,MBNG
2022-04-12T08:40:41Z,2022-04-12T00:00:00Z,1899-12-30T08:40:00Z,1899-12-30T09:00:00Z,"YW, KG",MBN,MBNG12,TRES,1on,-,5,0,loggers added,NA,NA,NA,2022,MBNG
2022-04-19T08:05:42Z,2022-04-19T00:00:00Z,1899-12-30T07:45:00Z,1899-12-30T08:15:00Z,KL,MBN,MBNG12,TRES,1 near,4/5,5,0,NA,NA,NA,NA,2022,MBNG
2022-04-26T12:06:45Z,2022-04-26T00:00:00Z,1899-12-30T07:55:00Z,1899-12-30T12:00:00Z,SM KL CP,MBN,MBNG12,TRES,2 in,4,0,5,"WC: 6 6 7, measure 1, captured mom",NA,"6,6,7",NA,2022,MBNG
2022-05-03T08:30:26Z,2022-05-03T00:00:00Z,1899-12-30T07:45:00Z,1899-12-30T09:00:00Z,KG PGG CP VW,MBN,MBNG12,TRES,2 near,4,0,5,-,"nestling measure 2, nestling bleed 1",NA,NA,2022,MBNG
2022-05-07T13:47:17Z,2022-05-07T00:00:00Z,NA,NA,"KL, KG",NA,MBNG12,TRES,2 near,4/10,0,5,Pink nestling died during banding- accidental thoracic compression D:,"nestling band, nestling bleed 2",NA,1,2022,MBNG
2022-05-17T09:49:08Z,2022-05-17T00:00:00Z,NA,NA,VW,NA,MBNG12,TRES,-,4/4,0,0,fledged,removed loggers,NA,NA,2022,MBNG
2022-05-26T11:54:56Z,2022-05-26T00:00:00Z,NA,NA,SM,NA,MBNG12,TRES,-,4/5,0,0,NA,none,NA,NA,2022,MBNG
2022-06-09T07:08:00Z,2022-06-09T00:00:00Z,NA,NA,KL,NA,MBNG12,TRES,-,4/10,5,0,NA,none,NA,NA,2022,MBNG
2022-06-16T08:53:11Z,2022-06-16T00:00:00Z,NA,NA,VW,NA,MBNG12,TRES,1 IN,4/6,0,1,-,none,9,NA,2022,MBNG
2022-06-22T11:09:25Z,2022-06-22T00:00:00Z,NA,NA,"YW, KL",NA,MBNG12,TRES,-,4,0,0,-,none,NA,NA,2022,MBNG
2022-06-28T09:01:13Z,2022-06-28T00:00:00Z,NA,NA,KL,NA,MBNG12,TRES,-,4/5,0,0,NA,none,NA,NA,2022,MBNG
2022-07-05T09:07:39Z,2022-07-05T00:00:00Z,NA,NA,VW,NA,MBNG12,TRES,-,4/7,0,0,NA,none,NA,NA,2022,MBNG
2022-07-13T10:15:18Z,2022-07-13T00:00:00Z,NA,NA,KG VW,MBN,MBNG12,TRES,-,4/12,0,0,one tiny dead baby,none,NA,1,2022,MBNG
2022-07-19T11:18:33Z,2022-07-19T00:00:00Z,NA,NA,KL,NA,MBNG12,-,-,-,0,0,NA,none,NA,NA,2022,MBNG
2022-07-27T08:26:48Z,2022-07-27T00:00:00Z,NA,NA,SM,NA,MBNG12,TRES,-,4/6,0,0,NA,none,NA,NA,2022,MBNG
2022-03-15T17:23:07Z,2022-03-15T00:00:00Z,1899-12-30T17:10:00Z,1899-12-30T17:40:00Z,KG RS,MBN,MBNG24,TRES,2 near,-,0,0,-,NA,NA,NA,2022,MBNG
2022-03-23T08:23:39Z,2022-03-23T00:00:00Z,1899-12-30T07:53:00Z,1899-12-30T08:30:00Z,"KL, IS",MBN,MBNG24,TRES,3 near,1/0,0,0,NA,NA,NA,NA,2022,MBNG
2022-03-29T11:01:42Z,2022-03-29T00:00:00Z,1899-12-30T10:50:00Z,1899-12-30T11:30:00Z,KG,MBN,MBNG24,TRES,2 near,0.5,0,0,-,NA,NA,NA,2022,MBNG
2022-04-05T07:42:26Z,2022-04-05T00:00:00Z,1899-12-30T07:30:00Z,1899-12-30T08:30:00Z,KL,MBN,MBNG24,TRES,-,2/0,0,0,NA,NA,NA,NA,2022,MBNG
2022-04-12T08:26:26Z,2022-04-12T00:00:00Z,1899-12-30T08:15:00Z,1899-12-30T08:45:00Z,SM,MBN,MBNG24,TRES,"4 TRES swooping, 1 TRES near",2/3,0,0,NA,NA,NA,NA,2022,MBNG
2022-04-12T08:34:38Z,2022-04-12T00:00:00Z,1899-12-30T08:15:00Z,1899-12-30T08:45:00Z,"SM, YW, KL, CP",MBN,MBNG24,TRES,2 nearby,3/5,0,0,NA,NA,NA,NA,2022,MBNG
2022-04-19T08:01:01Z,2022-04-19T00:00:00Z,1899-12-30T07:45:00Z,1899-12-30T08:15:00Z,CP,MBN,MBNG24,TRES,"1 TRES on box, 1 TRES swooping",4/6,0,0,NA,NA,NA,NA,2022,MBNG
2022-04-26T08:40:47Z,2022-04-26T00:00:00Z,1899-12-30T07:55:00Z,1899-12-30T09:00:00Z,KL SM CP,MBN,MBNG24,TRES,2 flying,4/8,6,0,NA,NA,NA,NA,2022,MBNG
2022-05-17T09:12:12Z,2022-05-17T00:00:00Z,NA,NA,"SM, CP",MBN,MBNG24,TRES,"1 TRES on box, 1 TRES inside",4/10,0,5,NA,none,"14, 24, 20, 20, 24",NA,2022,MBNG
2022-05-26T11:14:38Z,2022-05-26T00:00:00Z,NA,NA,SM,NA,MBNG24,TRES,-,4/?,0,0,At least 4 large nestlings seen through hole. Skipped because fully feathered,skipped,NA,NA,2022,MBNG
2022-05-26T11:12:03Z,2022-05-26T00:00:00Z,NA,NA,SM,NA,MBNG24,TRES,-,4/3,0,0,NA,none,NA,NA,2022,MBNG
2022-06-09T07:29:05Z,2022-06-09T00:00:00Z,NA,NA,KL,NA,MBNG24,TRES,-,4/3,0,0,"3 dead nestlings, very feathered. Killed wasp nest",none,NA,3,2022,MBNG
2022-06-16T08:32:25Z,2022-06-16T00:00:00Z,NA,NA,SM KL VW,NA,MBNG24,TRES,1 on,-,0,0,NA,none,NA,NA,2022,MBNG
2022-06-22T10:34:16Z,2022-06-22T00:00:00Z,NA,NA,KL,NA,MBNG24,-,-,-,0,0,NA,none,NA,NA,2022,MBNG
2022-06-28T09:18:14Z,2022-06-28T00:00:00Z,1899-12-30T08:00:00Z,1899-12-30T09:30:00Z,CP,MBN,MBNG24,-,0,0,0,0,Box split on bottom,none,NA,NA,2022,MBNG
2022-07-05T10:02:02Z,2022-07-05T00:00:00Z,NA,NA,KL,NA,MBNG24,-,-,-,0,0,NA,none,NA,NA,2022,MBNG
2022-07-14T08:06:33Z,2022-07-14T00:00:00Z,NA,NA,VW,NA,MBNG24,-,-,-,0,0,EMPTY,none,NA,NA,2022,MBNG
2022-07-19T11:36:48Z,2022-07-19T00:00:00Z,NA,NA,PGG,NA,MBNG24,-,-,-,0,0,NA,none,NA,NA,2022,MBNG
2022-07-27T09:17:26Z,2022-07-27T00:00:00Z,1899-12-30T08:00:00Z,1899-12-30T09:00:00Z,CP,MBN,MBNG24,-,0,0,0,0,NA,none,NA,NA,2022,MBNG
2022-03-15T16:51:19Z,2022-03-15T00:00:00Z,1899-12-30T16:45:00Z,1899-12-30T17:15:00Z,KG RS,MBN,MBNR2,WEBL,2 near male and female,0.25,0,0,-,NA,NA,NA,2022,MBNR
2022-03-29T11:14:39Z,2022-03-29T00:00:00Z,1899-12-30T10:50:00Z,1899-12-30T11:10:00Z,VW,MBN,MBNR2,TRES,1 flying near,2,0,0,yellow Jacket nest on pole!!,NA,NA,NA,2022,MBNR
2022-04-05T08:31:12Z,2022-04-05T00:00:00Z,1899-12-30T08:30:00Z,1899-12-30T08:45:00Z,KL,MBN,MBNR2,TRES,-,2/2,0,0,NA,NA,NA,NA,2022,MBNR
2022-04-12T07:47:53Z,2022-04-12T00:00:00Z,1899-12-30T07:30:00Z,1899-12-30T08:00:00Z,KG,MBN,MBNR2,TRES,0,"2, 2 feathers",0,0,NA,NA,NA,NA,2022,MBNR
2022-04-19T10:27:45Z,2022-04-19T00:00:00Z,1899-12-30T10:15:00Z,1899-12-30T10:45:00Z,"CP, AS",MBN,MBNR2,TRES,0,2/3,0,0,NA,NA,NA,NA,2022,MBNR
2022-04-26T12:39:08Z,2022-04-26T00:00:00Z,1899-12-30T12:30:00Z,1899-12-30T13:00:00Z,SM CP KL,MBN,MBNR2,WEBL,-,2,0,0,NA,NA,NA,NA,2022,MBNR
2022-05-03T09:54:59Z,2022-05-03T00:00:00Z,1899-12-30T09:49:59Z,1899-12-30T10:30:00Z,PGG,MBN,MBNR2,TRES,1 TRES in,4/6,0,0,NA,none,NA,NA,2022,MBNR
2022-05-10T10:55:56Z,2022-05-10T00:00:00Z,1899-12-30T10:00:00Z,1899-12-30T11:45:00Z,CP,MBN,MBNR2,TRES,1 TRES inside,4/12,6,0,NA,none,NA,NA,2022,MBNR
2022-05-17T10:32:44Z,2022-05-17T00:00:00Z,NA,NA,VW CP KL SM,NA,MBNR2,TRES,1 IN,4/5,6,0,NA,added loggers,NA,NA,2022,MBNR
2022-05-26T10:37:22Z,2022-05-26T00:00:00Z,NA,NA,SM YW KL,NA,MBNR2,TRES,2 nearby,4/5,0,6,Didn’t measure or catch mom because nestlings are very cold,none,"12, 10, 11, 9, 9, 9",NA,2022,MBNR
2022-06-02T07:50:45Z,2022-06-02T00:00:00Z,NA,NA,SM KL CP,NA,MBNR2,TRES,-,4/?,0,0,Nestlings dead. Cleaned out nest,"removed loggers, removed camera",NA,6,2022,MBNR
2022-06-09T08:41:35Z,2022-06-09T00:00:00Z,NA,NA,SM KL YW,NA,MBNR2,-,-,-,0,0,NA,none,NA,NA,2022,MBNR
2022-06-16T07:41:58Z,2022-06-16T00:00:00Z,NA,NA,SM VW KL,NA,MBNR2,-,-,-,0,0,NA,none,NA,NA,2022,MBNR
2022-06-22T08:10:00Z,2022-06-22T00:00:00Z,NA,NA,"YW, KL",MBN,MBNR2,-,-,-,0,0,-,none,NA,NA,2022,MBNR
2022-06-29T07:51:09Z,2022-06-29T00:00:00Z,NA,NA,KL,NA,MBNR2,-,-,-,0,0,NA,none,NA,NA,2022,MBNR
2022-07-05T11:13:13Z,2022-07-05T00:00:00Z,NA,NA,KL,NA,MBNR2,WEBL,-,4,0,0,NA,none,NA,NA,2022,MBNR
2022-07-13T09:47:28Z,2022-07-13T00:00:00Z,NA,NA,KL,NA,MBNR2,WEBL,1 in,4,3,0,NA,added loggers,NA,NA,2022,MBNR
2022-07-19T10:17:23Z,2022-07-19T00:00:00Z,NA,NA,PGG,NA,MBNR2,WEBL,1 in,4,4,0,NA,none,NA,NA,2022,MBNR
2022-07-27T07:34:35Z,2022-07-27T00:00:00Z,NA,NA,KL,NA,MBNR2,WEBL,1 in,4,3,0,"1 dead nestling, 2 days old",none,NA,1,2022,MBNR
2022-03-15T16:43:56Z,2022-03-15T00:00:00Z,1899-12-30T16:40:59Z,1899-12-30T17:15:00Z,"KL, SM, KG, RS",MBN,MBNR5,-,-,-,0,0,NA,NA,NA,NA,2022,MBNR
2022-03-23T07:23:34Z,2022-03-23T00:00:00Z,1899-12-30T07:21:59Z,1899-12-30T08:00:00Z,"KL, IS",MBN,MBNR5,TRES,-,1/0,0,0,NA,NA,NA,NA,2022,MBNR
2022-03-29T10:55:02Z,2022-03-29T00:00:00Z,1899-12-30T07:00:00Z,1899-12-30T00:00:00Z,KL,MBN,MBNR5,WEBL,-,1,0,0,NA,NA,NA,NA,2022,MBNR
2022-04-05T08:25:49Z,2022-04-05T00:00:00Z,1899-12-30T08:25:00Z,1899-12-30T09:00:00Z,VW,MBN,MBNR5,-,-,1,0,0,NA,NA,NA,NA,2022,MBNR
2022-04-26T12:33:23Z,2022-04-11T00:00:00Z,1899-12-30T12:30:00Z,1899-12-30T13:00:00Z,KL,MBN,MBNR5,WEBL,-,4,0,0,NA,NA,NA,NA,2022,MBNR
2022-04-12T07:35:21Z,2022-04-12T00:00:00Z,1899-12-30T07:30:00Z,1899-12-30T08:15:00Z,"SM, YW, KL, CP",MBN,MBNR5,?,-,1,0,0,Wasp removed,NA,NA,NA,2022,MBNR
2022-04-19T10:18:07Z,2022-04-19T00:00:00Z,1899-12-30T10:20:00Z,1899-12-30T10:50:00Z,CP,MBN,MBNR5,TRES?,0,2,0,0,NA,NA,NA,NA,2022,MBNR
2022-05-03T10:20:48Z,2022-05-03T00:00:00Z,1899-12-30T09:49:59Z,1899-12-30T10:30:00Z,KG,MBN,MBNR5,TRES,-,4/1,0,0,-,none,NA,NA,2022,MBNR
2022-05-10T11:06:33Z,2022-05-10T00:00:00Z,NA,NA,VW KL CP,MBN,MBNR5,TRES,-,4/10,1,0,NA,none,NA,NA,2022,MBNR
2022-05-17T10:35:41Z,2022-05-17T00:00:00Z,NA,NA,VW,NA,MBNR5,TRES,1 ON,4/6,5,0,NA,none,NA,NA,2022,MBNR
2022-05-26T10:17:14Z,2022-05-26T00:00:00Z,NA,NA,"KL, SM, YW",MBN,MBNR5,TRES,1 in,4/5,5,0,-,added loggers,NA,NA,2022,MBNR
2022-06-02T08:29:32Z,2022-06-02T00:00:00Z,NA,NA,SM CP KL,NA,MBNR5,TRES,1 in,4/5,0,5,NA,"female bleed, nestling measure 1","9, 11, 12, 9, 13",NA,2022,MBNR
