Timestamp,Date,Start Time,End Time,Observer(s),Site,Nestbox,Species,Adult(s),Nest,Eggs,Nestlings,Notes,Activities,Wing chords,dead_nestlings,year,site
2022-06-09T08:25:48Z,2022-06-09T00:00:00Z,NA,NA,KL,NA,MBNR5,TRES,-,4/5,0,0,1 dead nestling - pink,"removed loggers, removed camera",NA,1,2022,MBNR
2022-06-16T07:44:47Z,2022-06-16T00:00:00Z,NA,NA,KL,NA,MBNR5,WEBL,-,4,0,0,NA,none,NA,NA,2022,MBNR
2022-06-22T07:43:26Z,2022-06-22T00:00:00Z,NA,NA,"KL, YW",MBN,MBNR5,WEBL,-,4,0,0,-,none,NA,NA,2022,MBNR
2022-06-29T07:46:48Z,2022-06-29T00:00:00Z,NA,NA,KL,NA,MBNR5,TRES,-,4/5,0,0,NA,none,NA,NA,2022,MBNR
2022-07-05T11:17:31Z,2022-07-05T00:00:00Z,NA,NA,KL,NA,MBNR5,TRES,-,4/10,0,0,NA,none,NA,NA,2022,MBNR
2022-07-13T09:47:35Z,2022-07-13T00:00:00Z,NA,NA,CP,NA,MBNR5,TRES,0,4/5,0,0,NA,none,NA,NA,2022,MBNR
2022-07-19T10:20:18Z,2022-07-19T00:00:00Z,NA,NA,PGG,NA,MBNR5,WEBL,-,4,0,0,NA,none,NA,NA,2022,MBNR
2022-07-27T07:28:46Z,2022-07-27T00:00:00Z,1899-12-30T07:30:00Z,1899-12-30T08:30:00Z,SM,MBN,MBNR5,TRES,0,4/5,0,0,NA,none,NA,NA,2022,MBNR
2022-03-15T10:43:49Z,2022-03-15T00:00:00Z,1899-12-30T10:30:00Z,1899-12-30T11:00:00Z,"KL, CP, IS",PIC,PICG10,-,-,-,0,0,NA,NA,NA,NA,2022,PICG
2022-03-23T09:38:08Z,2022-03-23T00:00:00Z,1899-12-30T09:15:00Z,1899-12-30T09:45:00Z,"KL, IS",PIC,PICG10,TRES,2 on,-,0,0,NA,NA,NA,NA,2022,PICG
2022-03-29T09:03:26Z,2022-03-29T00:00:00Z,1899-12-30T07:00:00Z,1899-12-30T11:00:00Z,"KL,",PIC,PICG10,TRES,2 on,-,0,0,NA,NA,NA,NA,2022,PICG
2022-04-05T09:27:07Z,2022-04-05T00:00:00Z,1899-12-30T09:10:00Z,1899-12-30T09:30:00Z,KL,PIC,PICG10,-,-,-,0,0,NA,NA,NA,NA,2022,PICG
2022-04-12T11:03:23Z,2022-04-12T00:00:00Z,1899-12-30T11:00:00Z,1899-12-30T11:15:00Z,KG CP,PIC,PICG10,TRES?,-,1/4,0,0,-,NA,NA,NA,2022,PICG
2022-04-19T11:07:01Z,2022-04-19T00:00:00Z,1899-12-30T10:50:00Z,1899-12-30T11:15:00Z,"KL, AS",PIC,PICG10,TRES,1 near,2/10,0,0,NA,NA,NA,NA,2022,PICG
2022-05-01T12:24:56Z,2022-05-01T00:00:00Z,1899-12-30T12:00:00Z,1899-12-30T12:30:00Z,KG,PIC,PICG10,WEBL??,-,2/3,0,0,super weird hay nest,NA,NA,NA,2022,PICG
2022-05-05T10:39:26Z,2022-05-05T00:00:00Z,1899-12-30T10:30:00Z,1899-12-30T10:45:00Z,KG MZ VW,PIC,PICG10,-,-,3?,0,0,weird nest hay,none,NA,NA,2022,PICG
2022-05-13T10:07:50Z,2022-05-13T00:00:00Z,1899-12-30T09:40:00Z,1899-12-30T10:30:00Z,KL,PIC,PICG10,WEBL,-,3,0,0,NA,none,NA,NA,2022,PICG
2022-05-21T09:47:10Z,2022-05-21T00:00:00Z,NA,NA,KL,NA,PICG10,WEBL,-,4,0,0,NA,none,NA,NA,2022,PICG
2022-05-26T09:05:49Z,2022-05-26T00:00:00Z,NA,NA,KG PGG,PIC,PICG10,TRES,2 near,4/5,2,0,-,none,NA,NA,2022,PICG
2022-05-31T09:05:17Z,2022-05-31T00:00:00Z,NA,NA,VW PGG,NA,PICG10,TRES,1 IN,4/6,5,0,NA,none,NA,NA,2022,PICG
2022-06-07T09:10:57Z,2022-06-07T00:00:00Z,NA,NA,KL,PIC,PICG10,TRES,3 TRES flying near,4/15,4,0,NA,added loggers,NA,NA,2022,PICG
2022-06-14T10:35:44Z,2022-06-14T00:00:00Z,NA,NA,VW,NA,PICG10,TRES,1IN,4/8,0,4,NA,"female capture, female bleed, nestling measure 1, added camera","7,8,9,9",NA,2022,PICG
2022-06-21T10:17:26Z,2022-06-21T00:00:00Z,NA,NA,"KL, WY",NA,PICG10,TRES,2 near,4/10,0,4,Replaced battery,"nestling measure 2, nestling bleed 1",NA,NA,2022,PICG
2022-06-28T09:47:00Z,2022-06-28T00:00:00Z,NA,NA,KG,PIC,PICG10,skipped,skipped,skipped,NA,NA,-,skipped,NA,NA,2022,PICG
2022-07-06T10:07:22Z,2022-07-06T00:00:00Z,NA,NA,KG CP,PIC,PICG10,TRES,-,4/4,0,0,3 dead nestlings- unbanded i believe,"removed loggers, removed camera",NA,3,2022,PICG
2022-07-13T09:00:54Z,2022-07-13T00:00:00Z,NA,NA,KL,NA,PICG10,-,-,-,0,0,NA,none,NA,NA,2022,PICG
2022-07-21T08:58:05Z,2022-07-21T00:00:00Z,NA,NA,Kl,PIC,PICG10,0,0,0,0,0,Empty box,none,NA,NA,2022,PICG
NA,2022-07-27T00:00:00Z,NA,NA,KG VW,PIC,PICG10,-,-,-,0,0,empty nest cleared,NA,NA,NA,2022,PICG
2022-03-15T09:39:55Z,2022-03-15T00:00:00Z,1899-12-30T09:08:00Z,1899-12-30T09:30:00Z,"KL, IS, CP",PIC,PICO4,WEBL,1 female near,"3, 5 feathers",0,0,NA,NA,NA,NA,2022,PICO
2022-03-29T07:48:02Z,2022-03-29T00:00:00Z,1899-12-30T07:20:00Z,1899-12-30T08:00:00Z,KG,PIC,PICO4,WEBL,2 UB,4,5,0,loggers added !,NA,NA,NA,2022,PICO
2022-04-05T09:59:02Z,2022-04-05T00:00:00Z,1899-12-30T09:45:00Z,1899-12-30T10:15:00Z,"SM, VW, KL",PIC,PICO4,WEBL,1 in,4,5,0,F wouldnt leave box,NA,NA,NA,2022,PICO
2022-04-12T10:03:20Z,2022-04-12T00:00:00Z,1899-12-30T07:15:00Z,1899-12-30T10:30:00Z,"KL, VW",PIC,PICO4,WEBL,1 in 1 near,4,1,4,"Babies cold, will measure Thurs? Mother bled B001",NA,NA,NA,2022,PICO
2022-04-16T12:36:38Z,2022-04-16T00:00:00Z,1899-12-30T00:15:00Z,1899-12-30T00:45:00Z,"KL, KG, YW",PIC,PICO4,WEBL,2 near,4,1,3,"WC: 14,12,15",NA,"14,12,15",NA,2022,PICO
2022-04-27T14:37:34Z,2022-04-27T00:00:00Z,1899-12-30T13:00:00Z,1899-12-30T15:00:00Z,KL,PIC,PICO4,WEBL,2 near,4,1,3,"Banded, bled",NA,NA,NA,2022,PICO
2022-05-05T09:14:30Z,2022-05-05T00:00:00Z,NA,NA,"KL, SM, PGG",NA,PICO4,WEBL,-,4,1,0,NA,removed loggers,NA,NA,2022,PICO
2022-05-12T09:50:14Z,2022-05-12T00:00:00Z,NA,NA,"YW, KL, VW, VW",PIC,PICO4,WEBL,1near,-,0,0,-,none,NA,NA,2022,PICO
2022-05-18T08:17:17Z,2022-05-18T00:00:00Z,NA,NA,KG,PIC,PICO4,WEBL,1 WEBL male and 1 WEBL female near,4,6,0,NA,added loggers,NA,NA,2022,PICO
2022-05-24T10:27:09Z,2022-05-23T00:00:00Z,NA,NA,KL,NA,PICO4,WEBL,2 near,4,6,0,NA,none,NA,NA,2022,PICO
2022-05-31T09:50:01Z,2022-05-31T00:00:00Z,NA,NA,KG PGG VW,PIC,PICO4,WEBL,1 female near,4,2,3,hatch day- skipped m1 still needs to occur,none,6,NA,2022,PICO
2022-06-02T10:03:25Z,2022-06-02T00:00:00Z,1899-12-30T09:30:00Z,1899-12-30T10:30:00Z,KL,PIC,PICO4,WEBL,"1 WEBL female in, 1 WEBL male in",4,0,6,NA,nestling measure 1 add camera,"10, 7, 9, 7, 9, 11",NA,2022,PICO
2022-06-09T08:33:21Z,2022-06-09T00:00:00Z,NA,NA,SM CP KL,NA,PICO4,WEBL,-,4,0,6,NA,nestling measure 1,"10, 7,9, 7",NA,2022,PICO
2022-06-14T08:15:10Z,2022-06-14T00:00:00Z,NA,NA,VW,NA,PICO4,WEBL,-,-,0,0,1 fully fledged baby near box!,skipped,NA,1,2022,PICO
2022-06-21T07:42:31Z,2022-06-21T00:00:00Z,NA,NA,VW YW,NA,PICO4,-,-,-,0,0,Nothing heard,skipped,NA,NA,2022,PICO
2022-06-30T11:14:15Z,2022-06-30T00:00:00Z,NA,NA,VW YW,NA,PICO4,-,-,4,0,0,NA,"removed loggers, removed camera",NA,NA,2022,PICO
2022-07-06T07:56:38Z,2022-07-06T00:00:00Z,NA,NA,SM,NA,PICO4,TRES?,-,3/1,0,0,NA,none,NA,NA,2022,PICO
2022-07-12T09:01:52Z,2022-07-12T00:00:00Z,NA,NA,KL,NA,PICO4,WEBL,-,4,0,0,NA,none,NA,NA,2022,PICO
NA,2022-07-21T00:00:00Z,NA,NA,KG,PIC,PICO4,-,-,4,0,0,old nest,NA,NA,NA,2022,PICO
2022-07-27T09:24:07Z,2022-07-27T00:00:00Z,NA,NA,SM,PIC,PICO4,WEBL,-,4,0,0,Removed old nest,none,NA,NA,2022,PICO
2022-03-15T10:02:34Z,2022-03-15T00:00:00Z,1899-12-30T09:08:00Z,1899-12-30T09:30:00Z,"KL, IS, CP",PIC,PICR10,-,-,-,0,0,NA,NA,NA,NA,2022,PICR
2022-03-23T09:23:56Z,2022-03-23T00:00:00Z,1899-12-30T09:30:00Z,1899-12-30T10:00:00Z,KG RS,PIC,PICR10,TRES,0,0,0,0,NA,NA,NA,NA,2022,PICR
2022-03-29T08:23:24Z,2022-03-29T00:00:00Z,1899-12-30T08:15:00Z,1899-12-30T08:45:00Z,KG CP,PIC,PICR10,-,-,0,0,0,-,NA,NA,NA,2022,PICR
2022-03-29T08:16:49Z,2022-03-29T00:00:00Z,1899-12-30T08:15:00Z,1899-12-30T08:45:00Z,KG,PIC,PICR10,TRES,2 on top of box,1,0,0,NA,NA,NA,NA,2022,PICR
2022-04-05T09:51:13Z,2022-04-05T00:00:00Z,1899-12-30T09:45:00Z,1899-12-30T10:15:00Z,KL,PIC,PICR10,TRES,1 near,4/5,0,0,NA,NA,NA,NA,2022,PICR
2022-04-12T11:28:55Z,2022-04-12T00:00:00Z,1899-12-30T11:19:59Z,1899-12-30T00:00:00Z,VW,PIC,PICR10,TRES,1DIVE,4,0,0,"perfectly lined with tons of feathers, like a flower!",NA,NA,NA,2022,PICR
2022-04-19T11:42:25Z,2022-04-19T00:00:00Z,1899-12-30T11:41:00Z,1899-12-30T00:00:00Z,VW,PIC,PICR10,TRES,1 IN,4/10,3,0,NA,NA,NA,NA,2022,PICR
2022-04-26T11:56:17Z,2022-04-26T00:00:00Z,1899-12-30T11:50:00Z,1899-12-30T00:00:00Z,PGG KG VW,PIC,PICR10,TRES,1 IN,4/8,5,0,loggers need to be added but we had none,NA,NA,NA,2022,PICR
2022-04-28T11:27:19Z,2022-04-28T00:00:00Z,1899-12-30T11:19:59Z,1899-12-30T11:30:00Z,KG,PIC,PICR10,TRES,1 in 1 on,4/9,6,0,loggers added,NA,NA,NA,2022,PICR
2022-05-01T12:18:39Z,2022-05-01T00:00:00Z,1899-12-30T12:00:00Z,1899-12-30T12:30:00Z,KG,PIC,PICR10,TRES,1 in! thought she was dead but she was fine! left after a minute,4/6,5,0,loggers added!,NA,NA,NA,2022,PICR
2022-05-05T11:47:39Z,2022-05-05T00:00:00Z,NA,NA,KG MZ,PIC,PICR10,TRES,1 in,4-6,6,0,NA,none,NA,NA,2022,PICR
2022-05-12T10:28:02Z,2022-05-12T00:00:00Z,NA,NA,"PGG, YW, KG, SM",PIC,PICR10,TRES,1 on,4/10,0,6,-,measure 1,"12,13,8,12,14,12",NA,2022,PICR
2022-05-19T09:34:18Z,2022-05-19T00:00:00Z,NA,NA,VW,NA,PICR10,TRES,2 ON,4/7,0,5,"1 dead infant，orange color
figure out color of B 226. Could be purple or Green!","nestling measure 2, nestling band, nestling bleed 2",NA,1,2022,PICR
2022-05-24T08:32:21Z,2022-05-24T00:00:00Z,1899-12-30T07:50:00Z,NA,VW KL,NA,PICR10,TRES,2 ON,4/6,0,5,thought we need to band them today but we actually did that last week. Opened the box and grabbed them and freaked out because they are too big. Mom came to feed after they are back and they seemed to be ok.,none,NA,NA,2022,PICR
2022-05-31T10:15:07Z,2022-05-31T00:00:00Z,NA,NA,VW PGG KG,NA,PICR10,-,-,-,0,0,NA,skipped,NA,NA,2022,PICR
2022-06-07T08:15:40Z,2022-06-07T00:00:00Z,NA,NA,KL,NA,PICR10,TRES,-,4/5,0,0,Cleaned out nest,removed loggers,NA,NA,2022,PICR
2022-06-14T08:46:37Z,2022-06-14T00:00:00Z,NA,NA,VW,NA,PICR10,TRES,1 NEAR,4/1,5,0,NA,added loggers,NA,NA,2022,PICR
2022-06-21T08:44:26Z,2022-06-21T00:00:00Z,NA,NA,KL,NA,PICR10,TRES,2 near,4/10,5,0,NA,none,NA,NA,2022,PICR
2022-06-30T09:40:13Z,2022-06-30T00:00:00Z,NA,NA,"KL, YW, VW",NA,PICR10,TRES,-,4,0,3,-,"female capture, female bleed, nestling measure 1","9,11,7",NA,2022,PICR
2022-07-10T09:47:14Z,2022-07-10T00:00:00Z,NA,NA,KG,PIC,PICR10,TRES,2 near,4/4,0,3,-,"nestling band, nestling bleed 2",NA,NA,2022,PICR
2022-07-12T08:51:06Z,2022-07-12T00:00:00Z,NA,NA,VW KL,NA,PICR10,TRES,1 IN,-,0,0,NA,skipped,NA,NA,2022,PICR
NA,2022-07-21T00:00:00Z,NA,NA,KG,PIC,PICR10,TRES,-,4/8,0,0,loggers removed,NA,NA,NA,2022,PICR
2022-07-27T09:20:58Z,2022-07-27T00:00:00Z,NA,NA,KL,NA,PICR10,-,-,-,0,0,NA,none,NA,NA,2022,PICR
2022-03-15T10:12:10Z,2022-03-15T00:00:00Z,1899-12-30T10:00:00Z,1899-12-30T10:30:00Z,"KL, IS, CP",PIC,PICR8,-,-,-,0,0,"6 poops in box, one TRES overhead",NA,NA,NA,2022,PICR
2022-03-23T09:29:53Z,2022-03-23T00:00:00Z,1899-12-30T09:20:00Z,1899-12-30T09:49:59Z,KG RS,PIC,PICR8,WEBL?,-,-,0,0,-,NA,NA,NA,2022,PICR
2022-03-29T08:20:02Z,2022-03-29T00:00:00Z,1899-12-30T08:15:00Z,1899-12-30T08:45:00Z,KG,PIC,PICR8,WEBL,Male and female on box UB,2,0,0,NA,NA,NA,NA,2022,PICR
2022-04-05T09:52:52Z,2022-04-05T00:00:00Z,1899-12-30T09:45:00Z,1899-12-30T10:15:00Z,KL,PIC,PICR8,TRES,1 near,2/0,0,0,NA,NA,NA,NA,2022,PICR
2022-04-12T11:32:28Z,2022-04-12T00:00:00Z,1899-12-30T11:19:59Z,1899-12-30T11:40:00Z,VwlW,PIC,PICR8,TRES,2 on,2/2,0,0,NA,NA,NA,NA,2022,PICR
2022-04-19T11:44:59Z,2022-04-19T00:00:00Z,1899-12-30T11:40:00Z,1899-12-30T00:00:00Z,VW,PIC,PICR8,TRES,-,4/8,0,0,NA,NA,NA,NA,2022,PICR
2022-04-26T12:07:55Z,2022-04-26T00:00:00Z,1899-12-30T12:06:00Z,1899-12-30T12:10:00Z,BW,PIC,PICR8,TRES,-,4/5,4,0,NA,NA,NA,NA,2022,PICR
2022-05-01T12:09:06Z,2022-05-01T00:00:00Z,1899-12-30T12:00:00Z,1899-12-30T12:30:00Z,KG,PIC,PICR8,WEBL,1 dead,3,0,0,1 unbanded female dead in nest :(( face looked smashed,NA,NA,NA,2022,PICR
2022-05-05T11:46:19Z,2022-05-05T00:00:00Z,1899-12-30T11:44:00Z,1899-12-30T11:45:00Z,KG MZ,PIC,PICR8,TRES,1 near,4-6,5,0,NA,none,NA,NA,2022,PICR
2022-05-12T11:42:21Z,2022-05-12T00:00:00Z,NA,NA,KG PGG,PIC,PICR8,TRES,1 near,4/6,0,5,newly hatched,none,6,NA,2022,PICR
2022-05-19T09:08:28Z,2022-05-19T00:00:00Z,NA,NA,"KL, CP, VW",NA,PICR8,TRES,2 in,4/15,0,5,NA,"female capture, female bleed, nestling measure 2, nestling bleed 1, female fecal sample only","30,29,27,23,31",NA,2022,PICR
2022-05-24T09:08:29Z,2022-05-24T00:00:00Z,NA,NA,KL VW,NA,PICR8,TRES,1 IN,4/6,0,5,NA,"nestling measure 2, nestling band, nestling bleed 2",NA,NA,2022,PICR
2022-05-31T10:20:04Z,2022-05-31T00:00:00Z,NA,NA,"KG, VW, PGG",PIC,PICR8,TRES,0,skipped,0,0,“remove loggers” BUT —> no loggers on box? one baby sticking head out so we skipped!,skipped,NA,NA,2022,PICR
2022-06-07T08:08:48Z,2022-06-07T00:00:00Z,NA,NA,KL,NA,PICR8,TRES,-,4/2,0,0,1 dead chick- red paint; loggers already removed (?); cleaned out nest,none,NA,1,2022,PICR
2022-06-14T09:08:13Z,2022-06-14T00:00:00Z,NA,NA,KL,NA,PICR8,TRES,2 in,1/0,0,0,NA,none,NA,NA,2022,PICR
2022-06-21T08:44:20Z,2022-06-21T00:00:00Z,NA,NA,VW YW,NA,PICR8,WEBL,-,1,0,0,NA,none,NA,NA,2022,PICR
2022-06-30T07:44:52Z,2022-06-30T00:00:00Z,NA,NA,VW YW,NA,PICR8,WEBL,-,3,0,0,NA,none,NA,NA,2022,PICR
2022-07-06T09:48:33Z,2022-07-06T00:00:00Z,NA,NA,KL,NA,PICR8,WEBL,-,3,0,0,NA,none,NA,NA,2022,PICR
2022-07-12T08:52:05Z,2022-07-12T00:00:00Z,NA,NA,VW,NA,PICR8,WEBL,-,3,0,0,NA,none,NA,NA,2022,PICR
NA,2022-07-21T00:00:00Z,NA,NA,KG,PIC,PICR8,WEBL,-,4,0,0,old nest,NA,NA,NA,2022,PICR
2022-07-27T09:22:45Z,2022-07-27T00:00:00Z,NA,NA,KL,NA,PICR8,WEBL,-,3,0,0,NA,none,NA,NA,2022,PICR
2022-04-19T07:57:03Z,2022-04-19T00:00:00Z,1899-12-30T07:40:00Z,1899-12-30T08:15:00Z,"SM, VW, KG",RRR,RRRG44,TRES,2 flying,1/0,0,0,NA,NA,NA,NA,2022,RRRG
2022-04-26T08:08:05Z,2022-04-26T00:00:00Z,1899-12-30T07:40:00Z,1899-12-30T08:40:00Z,"YW, VW",RRR,RRRG44,TRES,1 near,4/5,0,0,NA,NA,NA,NA,2022,RRRG
2022-05-10T07:59:47Z,2022-05-10T00:00:00Z,1899-12-30T07:45:00Z,1899-12-30T09:00:00Z,KG PGG VW,RRR,RRRG44,TRES,1 in,4/12,6,0,-,none,NA,NA,2022,RRRG
2022-05-21T11:10:21Z,2022-05-21T00:00:00Z,NA,NA,KL,NA,RRRG44,TRES,1 in 1 near,4/20,0,6,NA,none,"13,12,11,10,11,9",NA,2022,RRRG
2022-05-24T10:14:48Z,2022-05-24T00:00:00Z,NA,NA,"YW,KG, PGG",RRR,RRRG44,TRES,-,4,0,6,NA,none,16,NA,2022,RRRG
2022-06-02T10:27:58Z,2022-06-02T00:00:00Z,NA,NA,KG PGG VW,RRR,RRRG44,TRES,2 near,4/18,0,3,skip next week!,none,NA,NA,2022,RRRG
2022-06-14T10:14:55Z,2022-06-14T00:00:00Z,NA,NA,CP,RRR,RRRG44,-,-,-,0,0,NA,skipped,NA,NA,2022,RRRG
2022-06-22T08:13:16Z,2022-06-22T00:00:00Z,NA,NA,VW,NA,RRRG44,WEBL,1 IN,4,5,0,over old TRES nest,none,NA,NA,2022,RRRG
2022-06-28T09:46:25Z,2022-06-28T00:00:00Z,NA,NA,KG PGG VW,RRR,RRRG44,WEBL,1 near,4/5- old TRES nest,0,0,no loggers added bc we have 4 at this site,none,NA,NA,2022,RRRG
2022-07-06T07:57:39Z,2022-07-06T00:00:00Z,NA,NA,CP,RRR,RRRG44,WEBL,1 WEBL female in,4,0,5,NA,none,"7,10",NA,2022,RRRG
NA,2022-07-19T00:00:00Z,NA,NA,KG YW,RRR,RRRG44,WEBL,1 male near,4,0,1,"2 dead nestlings on outside of nest, one alive nestling, so many ants in the nest :( dead nestlings removed and buried, may they rest in peace",NA,NA,2,2022,RRRG
NA,2022-07-27T00:00:00Z,NA,NA,KG VW,RRR,RRRG44,-,-,-,0,0,skipped,NA,NA,NA,2022,RRRG
2022-03-29T10:00:09Z,2022-03-29T00:00:00Z,1899-12-30T09:30:00Z,1899-12-30T10:00:00Z,"VW, YW",RRR,RRRG9,WEBL,a pair on box,-,0,0,NA,NA,NA,NA,2022,RRRG
2022-04-05T11:01:03Z,2022-04-05T00:00:00Z,1899-12-30T10:30:00Z,1899-12-30T11:19:59Z,VW,RRR,RRRG9,-,-,-,0,0,"nail missing, door opened",NA,NA,NA,2022,RRRG
2022-04-12T10:27:28Z,2022-04-12T00:00:00Z,1899-12-30T10:15:00Z,1899-12-30T10:45:00Z,SM,RRR,RRRG9,TRES,0,2,0,0,NA,NA,NA,NA,2022,RRRG
2022-04-19T08:09:51Z,2022-04-19T00:00:00Z,1899-12-30T07:40:00Z,1899-12-30T08:10:00Z,KG SM CW,RRR,RRRG9,TRES,1 in 1 on,4/4,0,0,-,NA,NA,NA,2022,RRRG
2022-04-26T08:17:31Z,2022-04-26T00:00:00Z,1899-12-30T07:40:00Z,1899-12-30T08:40:00Z,"YW, VW",RRR,RRRG9,TRES,1in,4,6,0,NA,NA,NA,NA,2022,RRRG
2022-05-10T08:08:54Z,2022-05-10T00:00:00Z,1899-12-30T07:50:00Z,1899-12-30T08:19:59Z,"YW, KG, PGG",RRR,RRRG9,TRES,1 in,4,1,4,nestlings very tiny,none,NA,NA,2022,RRRG
2022-05-21T11:06:38Z,2022-05-21T00:00:00Z,NA,NA,KG KL,RRR,RRRG9,TRES,2 near,4/4,0,5,did not check wing chord or nestling count because they felt big! just peaked and closed box,none,NA,NA,2022,RRRG
2022-06-09T07:00:26Z,2022-06-09T00:00:00Z,NA,NA,KG PGG,RRR,RRRG9,TRES,-,4/15,0,0,dead nestlings,none,NA,6,2022,RRRG
2022-06-14T10:29:04Z,2022-06-14T00:00:00Z,NA,NA,CP,RRR,RRRG9,WEBL,1 TRES on top,4,1,0,NA,none,NA,NA,2022,RRRG
2022-06-22T08:20:40Z,2022-06-22T00:00:00Z,NA,NA,VW,NA,RRRG9,WEBL,-,4,5,0,-,loggers added,NA,NA,2022,RRRG
2022-06-28T09:14:24Z,2022-06-28T00:00:00Z,NA,NA,VW,NA,RRRG9,WEBL,-,4,5,0,Has loggers,none,NA,NA,2022,RRRG
2022-07-05T11:35:52Z,2022-07-05T00:00:00Z,NA,NA,KG PGG,RRR,RRRG9,WEBL,2 near,4,1,3,one dead tiny nestling on outside of nest,nestling measure 1,NA,NA,2022,RRRG
NA,2022-07-13T00:00:00Z,NA,NA,KG VW,RRR,RRRG9,TRES,2 near,4/4,0,3,bled and banded,bled and banded,NA,NA,2022,RRRG
NA,2022-07-19T00:00:00Z,NA,NA,KG YW,RRR,RRRG9,WEBL,-,-,0,0,skipped,remove loggers NEXT week,NA,NA,2022,RRRG
NA,2022-07-27T00:00:00Z,NA,NA,KG VW,RRR,RRRG9,-,-,-,0,0,loggers removed,loggers removed,NA,NA,2022,RRRG
2022-03-15T12:08:21Z,2022-03-15T00:00:00Z,1899-12-30T11:54:00Z,1899-12-30T00:20:00Z,CP,RRR,RRRR1,-,1 TRES foraging far overhead (>100m),-,0,0,NA,NA,NA,NA,2022,RRRR
2022-03-23T08:37:17Z,2022-03-23T00:00:00Z,1899-12-30T08:30:00Z,1899-12-30T09:00:00Z,KG RS,RRR,RRRR1,-,-,-,0,0,-,NA,NA,NA,2022,RRRR
2022-03-29T09:40:17Z,2022-03-29T00:00:00Z,1899-12-30T09:40:00Z,1899-12-30T10:10:00Z,CP,RRR,RRRR1,WEBL?,WEBL male and female both UB on box,1,0,0,NA,NA,NA,NA,2022,RRRR
2022-04-07T08:08:32Z,2022-04-07T00:00:00Z,1899-12-30T08:06:59Z,1899-12-30T08:30:00Z,VW,RRR,RRRR1,TRES?,2 CHASING ME,1,0,0,NA,NA,NA,NA,2022,RRRR
2022-04-12T09:52:20Z,2022-04-12T00:00:00Z,1899-12-30T09:45:00Z,1899-12-30T10:15:00Z,"CP, YW, KG, SM",RRR,RRRR1,WEBL,2 nearby,3,0,0,NA,NA,NA,NA,2022,RRRR
2022-04-19T08:30:39Z,2022-04-19T00:00:00Z,1899-12-30T08:30:00Z,1899-12-30T08:45:00Z,"SM, VW, KG",RRR,RRRR1,WEBL,-,4,2,0,NA,NA,NA,NA,2022,RRRR
2022-04-26T08:47:02Z,2022-04-26T00:00:00Z,1899-12-30T08:45:00Z,1899-12-30T09:10:00Z,VW PGG,RRR,RRRR1,WEBL,-,4,5,0,NA,NA,NA,NA,2022,RRRR
2022-05-03T11:18:45Z,2022-05-03T00:00:00Z,1899-12-30T11:19:59Z,1899-12-30T00:30:00Z,KG,RRR,RRRR1,WEBL,1 WEBL female inside,4,5,0,NA,added loggers,NA,NA,2022,RRRR
2022-05-10T10:00:54Z,2022-05-10T00:00:00Z,NA,NA,"YW, KG, PGG",RRR,RRRR1,WEBL,-,4,0,3,-,none,NA,NA,2022,RRRR
2022-05-19T10:23:08Z,2022-05-18T00:00:00Z,NA,NA,KG PGG,RRR,RRRR1,WEBL,2 near,4,0,3,-,"nestling measure 2, nestling bleed 1",NA,NA,2022,RRRR
2022-05-24T07:58:37Z,2022-05-24T00:00:00Z,NA,NA,"KG, PGG, YW",RRR,RRRR1,WEBL,1 on,4,0,1,2 nestlings dead - just the one banded,none,43,2,2022,RRRR
2022-06-02T09:21:49Z,2022-06-02T00:00:00Z,NA,NA,VW KG PGG,NA,RRRR1,-,-,-,0,0,skipped， didn't hear anything,skipped,NA,NA,2022,RRRR
2022-06-07T10:20:14Z,2022-06-07T00:00:00Z,NA,NA,KG VW PGG,NA,RRRR1,WEBL,-,4,0,0,fledged,removed loggers,NA,NA,2022,RRRR
2022-06-14T09:19:22Z,2022-06-14T00:00:00Z,NA,NA,PGG,RRR,RRRR1,WEBL,1 WEBL female near,4,0,0,NA,none,NA,NA,2022,RRRR
2022-06-21T09:47:23Z,2022-06-21T00:00:00Z,NA,NA,KG CP MZ,RRR,RRRR1,WEBL,-,4,0,0,old nest,none,NA,NA,2022,RRRR
2022-06-30T08:07:55Z,2022-06-30T00:00:00Z,1899-12-30T08:05:00Z,1899-12-30T09:00:00Z,PGG SM,RRR,RRRR1,-,-,-,0,0,NA,none,NA,NA,2022,RRRR
2022-07-06T09:21:27Z,2022-07-06T00:00:00Z,NA,NA,KG CP,RRR,RRRR1,WEBL,-,4,0,0,old nest,none,NA,NA,2022,RRRR
2022-07-12T10:09:53Z,2022-07-12T00:00:00Z,NA,NA,"YW, KG",RRR,RRRR1,WEBL,-,4,0,0,old nest,none,NA,NA,2022,RRRR
NA,2022-07-27T00:00:00Z,NA,NA,KG VW,RRR,RRRR1,-,-,-,0,0,empty,NA,NA,NA,2022,RRRR
2022-03-15T12:04:30Z,2022-03-15T00:00:00Z,1899-12-30T11:54:00Z,1899-12-30T00:20:00Z,CP,RRR,RRRR2,TRES,1 TRES foraging overhead,1,0,0,NA,NA,NA,NA,2022,RRRR
2022-03-23T08:38:03Z,2022-03-23T00:00:00Z,1899-12-30T08:30:00Z,1899-12-30T09:00:00Z,KG RS,RRR,RRRR2,TRES?,2 near,0.1,0,0,-,NA,NA,NA,2022,RRRR
