band_number,year,Nestbox,color,date,Species,Sex,blood_num,Age,life_stage,attempt,attempt_id,weight,wing,tail,skull,bill,tarsus,gweight,gwing,gtail,gskull,gbill,gtarsus,pweight,pwing,ptail,pskull,pbill,ptarsus,occasion,ind_id,brood_size,age,blood_num_mother,site,habitat,interval,juliandate,canopy_cover,meanmaxtempI,maxmaxtempI,cumulativeover40I,meanmaxtempO,maxmaxtempO,cumulativeover40O,meanh,meanmaxh,meanminh,meanmintempI,minmintempI,meanmintempO,minmintempO,cort_s1_mother,cort_s2_mother,cort_s1,cort_s2
2631-20642,2021,PICG3,Pink,2021-05-17,TRES,U,NA,L,nestling,1,2021_PICG3_1,19.5,53,16,24.6,5,12.8,-0.06666666666666643,4.333333333333333,2.3333333333333335,0,0.19999999999999987,0.033333333333333805,-0.0011280315848843727,0.03611111111111111,0.08641975308641976,0,0.01515151515151514,8.748906386701786e-4,3,2631-20642,5,11,NA,PG,Grassland,2021-05-09 17:00:00 PDT--2021-05-16 17:00:00 PDT,137,0,33.4514375,42.85,9,34.3119375,42.13,10.666666666666666,45.42434895833333,68.7793125,24.945,12.061125,10.08,11.332125,9.064,NA,NA,NA,NA
NA,2021,PICG3,Blue,2021-07-02,TRES,U,NA,L,nestling,2,2021_PICG3_2,4.1,9,0,16.1,2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2021_PICG3_2_Blue,3,4,NA,PG,Grassland,2021-06-24 17:00:00 PDT--2021-07-01 17:00:00 PDT,183,0,37.8366875,42.156000000000006,5.416666666666666,38.470375000000004,40.97,8.583333333333334,54.951328124999996,82.23287499999999,30.6294375,15.2584375,13.224,14.901250000000001,12.95,NA,NA,NA,NA
NA,2021,PICG3,Blue,2021-07-09,TRES,U,NA,L,nestling,2,2021_PICG3_2,15.4,40,6,23.9,3,11.7,1.6142857142857143,4.428571428571429,0.8571428571428571,1.1142857142857139,0.14285714285714285,0.7,0.05624688899950225,0.07029478458049887,Inf,0.009887184687539607,0.01020408163265306,0.014705882352941176,2,2021_PICG3_2_Blue,3,11,NA,PG,Grassland,2021-07-01 17:00:00 PDT--2021-07-08 17:00:00 PDT,190,0,38.9348125,47.413,12.583333333333332,39.661875,46.07,14.25,52.84591145833333,84.3513125,26.1049375,13.346875,11.6115,12.975624999999999,11.1815,NA,NA,NA,NA
NA,2021,PICG3,Blue,2021-07-12,WEBL,U,NA,L,nestling,2,2021_PICG3_2,13.6,51,13,23.4,3.1,11.8,-0.6000000000000002,3.6666666666666665,2.3333333333333335,-0.16666666666666666,0.03333333333333336,0.033333333333333805,-0.012987012987012991,0.030555555555555555,0.12962962962962962,-0.0023245002324500234,0.003703703703703707,9.496676163342965e-4,3,2021_PICG3_2_Blue,3,13,NA,PG,Grassland,2021-07-04 17:00:00 PDT--2021-07-11 17:00:00 PDT,193,0,41.403437499999995,50.488,21.666666666666664,41.1803125,46.67,26.916666666666664,49.20210503472222,79.9626875,23.9631875,14.1298125,11.6115,13.723625,11.1815,NA,NA,NA,NA
NA,2021,PICG3,Pink,2021-07-02,TRES,U,NA,L,nestling,2,2021_PICG3_2,5.1,10,0,15.4,1.8,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2021_PICG3_2_Pink,3,4,NA,PG,Grassland,2021-06-24 17:00:00 PDT--2021-07-01 17:00:00 PDT,183,0,37.8366875,42.156000000000006,5.416666666666666,38.470375000000004,40.97,8.583333333333334,54.951328124999996,82.23287499999999,30.6294375,15.2584375,13.224,14.901250000000001,12.95,NA,NA,NA,NA
NA,2021,PICG3,Pink,2021-07-09,TRES,U,NA,L,nestling,2,2021_PICG3_2,18.4,42,9,24.5,4,11.6,1.9,4.571428571428571,1.2857142857142858,1.3,0.31428571428571433,0.6285714285714284,0.05322128851540616,0.06530612244897958,Inf,0.012059369202226345,0.024943310657596373,0.012471655328798183,2,2021_PICG3_2_Pink,3,11,NA,PG,Grassland,2021-07-01 17:00:00 PDT--2021-07-08 17:00:00 PDT,190,0,38.9348125,47.413,12.583333333333332,39.661875,46.07,14.25,52.84591145833333,84.3513125,26.1049375,13.346875,11.6115,12.975624999999999,11.1815,NA,NA,NA,NA
NA,2021,PICG3,Pink,2021-07-12,WEBL,U,NA,L,nestling,2,2021_PICG3_2,16.6,56,15,24.9,3.8,11.4,-0.5999999999999991,4.666666666666667,2,0.13333333333333286,-0.06666666666666672,-0.06666666666666643,-0.010869565217391288,0.03703703703703704,0.07407407407407407,0.0018140589569160934,-0.00555555555555556,-0.0019157088122605298,3,2021_PICG3_2_Pink,3,13,NA,PG,Grassland,2021-07-04 17:00:00 PDT--2021-07-11 17:00:00 PDT,193,0,41.403437499999995,50.488,21.666666666666664,41.1803125,46.67,26.916666666666664,49.20210503472222,79.9626875,23.9631875,14.1298125,11.6115,13.723625,11.1815,NA,NA,NA,NA
NA,2021,PICG3,Purple,2021-07-02,TRES,U,NA,L,nestling,2,2021_PICG3_2,5,10,0,16.1,2.5,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2021_PICG3_2_Purple,3,4,NA,PG,Grassland,2021-06-24 17:00:00 PDT--2021-07-01 17:00:00 PDT,183,0,37.8366875,42.156000000000006,5.416666666666666,38.470375000000004,40.97,8.583333333333334,54.951328124999996,82.23287499999999,30.6294375,15.2584375,13.224,14.901250000000001,12.95,NA,NA,NA,NA
NA,2021,PICG3,Purple,2021-07-09,TRES,U,NA,L,nestling,2,2021_PICG3_2,19.4,39,8,24.6,3.6,11.4,2.057142857142857,4.142857142857143,1.1428571428571428,1.2142857142857142,0.15714285714285717,0.5714285714285714,0.05877551020408162,0.05918367346938776,Inf,0.010774496133857267,0.008979591836734694,0.011031439602868174,2,2021_PICG3_2_Purple,3,11,NA,PG,Grassland,2021-07-01 17:00:00 PDT--2021-07-08 17:00:00 PDT,190,0,38.9348125,47.413,12.583333333333332,39.661875,46.07,14.25,52.84591145833333,84.3513125,26.1049375,13.346875,11.6115,12.975624999999999,11.1815,NA,NA,NA,NA
NA,2021,PICG3,Purple,2021-07-12,WEBL,U,NA,L,nestling,2,2021_PICG3_2,17.1,52,14,25.4,3.6,12,-0.7666666666666657,4.333333333333333,2,0.2666666666666657,0,0.19999999999999987,-0.01317296678121419,0.037037037037037035,0.08333333333333333,0.0036133694670279905,0,0.005847953216374265,3,2021_PICG3_2_Purple,3,13,NA,PG,Grassland,2021-07-04 17:00:00 PDT--2021-07-11 17:00:00 PDT,193,0,41.403437499999995,50.488,21.666666666666664,41.1803125,46.67,26.916666666666664,49.20210503472222,79.9626875,23.9631875,14.1298125,11.6115,13.723625,11.1815,NA,NA,NA,NA
