Comments,Date,Start Time,End Time,Observer(s),Site,Nestbox,Species,Adult(s),Nest,Eggs,Nestlings,Notes
,2022-06-17T00:00:00Z,,,KL MM,FBFO,FBFO05,HOWR,-,"4	",2C,-,-
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFO,FBFO05,HOWR,-,"4	",1A,-,crazy nest
,2022-07-03T00:00:00Z,,,KG AT,FBFO,FBFO05,-,-,"-	",-,-,skipped this week
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFO,FBFO05,-,-,"-	",-,-,old nest
,2022-07-14T00:00:00Z,,,KG YW,FBFO,FBFO05,-,-,"-	",-,-,skipped this week
,2022-03-21T00:00:00Z,3:13,5:00,"KL, CL, EL, IS",FBFO,FBFO06,-,-,"-	",-,-,
,2022-03-31T00:00:00Z,0:38,1:00,KL VW,FBFO,FBFO06,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,1:15,1:50,KG CP,FBFO,FBFO06,-,-,"-	",-,-,
,2022-04-14T00:00:00Z,1:05,1:45,KG WY,FBFO,FBFO06,-,-,"-	",-,-,
,2022-04-21T00:00:00Z,3:19,3:50,KG KL,FBFO,FBFO06,-,-,"-	",-,-,-
,2022-06-17T00:00:00Z,,,KL MM,FBFO,FBFO06,HOWR,-,"3	",-,-,-
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFO,FBFO06,-,-,"-	",-,-,empty
,2022-07-03T00:00:00Z,,,KG AT,FBFO,FBFO06,-,-,"-	",-,-,skipped this week
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFO,FBFO06,-,-,"-	",-,-,-
,2022-07-14T00:00:00Z,,,KG YW,FBFO,FBFO06,-,-,"-	",-,-,skipped this week
,2022-03-21T00:00:00Z,3:13,5:00,"KL, CL, EL, IS",FBFO,FBFO07,-,-,"-	",-,-,
,2022-03-31T00:00:00Z,0:38,1:00,KL VW,FBFO,FBFO07,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,1:15,1:50,KG CP,FBFO,FBFO07,-,-,"-	",-,-,
,2022-04-14T00:00:00Z,1:05,1:45,KG WY,FBFO,FBFO07,-,-,"-	",-,-,
,2022-04-21T00:00:00Z,3:19,3:50,KG KL,FBFO,FBFO07,-,-,"-	",-,-,-
,2022-06-17T00:00:00Z,,,KL MM,FBFO,FBFO07,HOWR,-,"3	",-,-,-
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFO,FBFO07,HOWR,-,"1.5	",-,-,-
,2022-07-03T00:00:00Z,,,KG AT,FBFO,FBFO07,-,-,"-	",-,-,skipped this week
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFO,FBFO07,-,-,"-	",-,-,-
,2022-07-14T00:00:00Z,,,KG YW,FBFO,FBFO07,-,-,"-	",-,-,skipped this week
,2022-03-21T00:00:00Z,3:13,5:00,"KL, CL, EL, IS",FBFO,FBFO08,-,-,"-	",-,-,
,2022-03-31T00:00:00Z,0:38,1:00,KL VW,FBFO,FBFO08,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,1:15,1:50,KG CP,FBFO,FBFO08,-,-,"-	",-,-,
,2022-04-14T00:00:00Z,1:05,1:45,KG WY,FBFO,FBFO08,?,-,"1	",-,-,Twigs in circle
,2022-04-21T00:00:00Z,3:19,3:50,KG KL,FBFO,FBFO08,HOWR,1 on branch,"4	",-,-,-
,2022-06-17T00:00:00Z,,,KL MM,FBFO,FBFO08,HOWR,-,"3	",-,-,Box found out of tree
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFO,FBFO08,-,-,"-	",-,-,-
,2022-07-03T00:00:00Z,,,KG AT,FBFO,FBFO08,-,-,"-	",-,-,skipped this week
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFO,FBFO08,-,-,"-	",-,-,-
,2022-07-14T00:00:00Z,,,KG YW,FBFO,FBFO08,-,-,"-	",-,-,skipped this week
,2022-03-21T00:00:00Z,3:13,5:00,"KL, CL, EL, IS",FBFO,FBFO09,-,-,"-	",-,-,
,2022-03-31T00:00:00Z,0:38,1:00,KL VW,FBFO,FBFO09,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,1:15,1:50,KG CP,FBFO,FBFO09,-,-,"-	",-,-,
,2022-04-14T00:00:00Z,1:05,1:45,KG WY,FBFO,FBFO09,HOWR,-,"4	",-,-,
,2022-04-21T00:00:00Z,3:19,3:50,KG KL,FBFO,FBFO09,HOWR,-,"4	",-,-,-
,2022-06-17T00:00:00Z,,,KL MM,FBFO,FBFO09,HOWR,-,"3	",-,-,Two dead nestlings sad
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFO,FBFO09,-,-,"-	",-,-,-
,2022-07-03T00:00:00Z,,,KG AT,FBFO,FBFO09,-,-,"-	",-,-,skipped this week
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFO,FBFO09,-,-,"-	",-,-,-
,2022-07-14T00:00:00Z,,,KG YW,FBFO,FBFO09,-,-,"-	",-,-,skipped this week
,2022-03-21T00:00:00Z,3:13,5:00,"KL, CL, EL, IS",FBFO,FBFO10,-,-,"-	",-,-,
,2022-03-31T00:00:00Z,0:38,1:00,KL VW,FBFO,FBFO10,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,1:15,1:50,KG CP,FBFO,FBFO10,-,-,"-	",-,-,
,2022-04-14T00:00:00Z,1:05,1:45,KG WY,FBFO,FBFO10,-,-,"-	",-,-,2 twigs
,2022-04-21T00:00:00Z,3:19,3:50,KG KL,FBFO,FBFO10,-,-,"-	",-,-,-
,2022-06-17T00:00:00Z,,,KL MM,FBFO,FBFO10,HOWR,-,"1	",-,-,-
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFO,FBFO10,HOWR,-,"0.5	",-,-,-
,2022-07-03T00:00:00Z,,,KG AT,FBFO,FBFO10,-,-,"-	",-,-,skipped this week
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFO,FBFO10,-,-,"-	",-,-,-
,2022-07-14T00:00:00Z,,,KG YW,FBFO,FBFO10,-,-,"-	",-,-,skipped this week
,2022-03-21T00:00:00Z,3:13,5:00,"KL, CL, EL, IS",FBFR,FBFR01,-,-,"-	",-,-,
,2022-03-31T00:00:00Z,0:30,1:15,KG YW,FBFR,FBFR01,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,0:45,1:15,KG CP,FBFR,FBFR01,-,-,"-	",-,-,humidity logger added
,2022-04-14T00:00:00Z,0:50,1:05,KG WY,FBFR,FBFR01,-,-,"-	",-,-,empty
,2022-04-21T00:00:00Z,4:10,4:40,"KL, KG",FBFR,FBFR01,-,-,"-	",-,-,
,2022-06-17T00:00:00Z,,,KL MM,FBFR,FBFR01,HOWR,-,"3	",-,-,-
,2022-03-21T00:00:00Z,3:13,5:00,"KL, CL, EL, IS",FBFR,FBFR02,-,-,"-	",-,-,
,2022-03-31T00:00:00Z,0:30,1:15,KG YW,FBFR,FBFR02,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,0:45,1:15,KG CP,FBFR,FBFR02,-,-,"-	",-,-,
,2022-04-14T00:00:00Z,0:50,1:05,KG WY,FBFR,FBFR02,-,-,"-	",-,-,empty
,2022-04-21T00:00:00Z,4:10,4:40,"KL, KG",FBFR,FBFR02,-,-,"-	",-,-,
,2022-06-17T00:00:00Z,,,KL MM,FBFR,FBFR02,-,-,"-	",-,-,-
,2022-03-21T00:00:00Z,3:13,5:00,"KL, CL, EL, IS",FBFR,FBFR03,-,-,"-	",-,-,
,2022-03-31T00:00:00Z,0:30,1:15,KG YW,FBFR,FBFR03,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,0:45,1:15,KG CP,FBFR,FBFR03,-,-,"-	",-,-,
,2022-04-14T00:00:00Z,0:50,1:05,KG WY,FBFR,FBFR03,-,-,"-	",-,-,pin stuck
,2022-04-21T00:00:00Z,4:10,4:40,"KL, KG",FBFR,FBFR03,-,-,"-	",-,-,
,2022-06-17T00:00:00Z,,,KL MM,FBFR,FBFR03,-,-,"-	",-,-,-
,2022-03-21T00:00:00Z,3:13,5:00,"KL, CL, EL, IS",FBFR,FBFR04,-,-,"-	",-,-,
,2022-03-31T00:00:00Z,0:30,1:15,KG YW,FBFR,FBFR04,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,0:45,1:15,KG CP,FBFR,FBFR04,unknown,-,"1	",-,-,3 pieces of grass
,2022-04-14T00:00:00Z,0:50,1:05,KG WY,FBFR,FBFR04,-,-,"-	",-,-,1 twig inside
,2022-04-21T00:00:00Z,4:10,4:40,"KL, KG",FBFR,FBFR04,-,-,"-	",-,-,
,2022-06-17T00:00:00Z,,,KL MM,FBFR,FBFR04,-,-,"-	",-,-,-
,2022-03-21T00:00:00Z,3:13,5:00,"KL, CL, EL, IS",FBFR,FBFR05,-,-,"-	",-,-,
,2022-03-31T00:00:00Z,0:30,1:15,KG YW,FBFR,FBFR05,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,0:45,1:15,KG CP,FBFR,FBFR05,-,-,"-	",-,-,
,2022-04-14T00:00:00Z,0:50,1:05,KG WY,FBFR,FBFR05,-,-,"-	",-,-,empty
,2022-06-17T00:00:00Z,,,KL MM,FBFR,FBFR05,-,-,"-	",-,-,-
,2022-03-21T00:00:00Z,3:13,5:00,"KL, CL, EL, IS",FBFR,FBFR06,-,-,"-	",-,-,
,2022-03-31T00:00:00Z,0:30,1:15,KG YW,FBFR,FBFR06,-,-,"-	",-,-,one feather
,2022-04-05T00:00:00Z,0:45,1:15,KG CP,FBFR,FBFR06,TRES?,-,"1	",-,-,
,2022-04-14T00:00:00Z,0:50,1:05,KG WY,FBFR,FBFR06,-,-,"-	",-,-,1 twig
,2022-04-21T00:00:00Z,16:35,16:49,KG KL,FBFR,FBFR06,-,-,"-	",-,-,empty
,2022-06-17T00:00:00Z,,,KL MM,FBFR,FBFR06,TRES,-,"1	",-,-,-
,2022-03-21T00:00:00Z,3:13,5:00,"KL, CL, EL, IS",FBFR,FBFR07,-,-,"-	",-,-,
,2022-03-31T00:00:00Z,0:30,1:15,KG YW,FBFR,FBFR07,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,0:45,1:15,KG CP,FBFR,FBFR07,-,-,"-	",-,-,
,2022-04-14T00:00:00Z,0:50,1:05,KG WY,FBFR,FBFR07,-,-,"-	",-,-,empty
,2022-06-17T00:00:00Z,,,KL MM,FBFR,FBFR07,TRES,-,"2/0	",-,-,-
,2022-03-21T00:00:00Z,3:13,5:00,"KL, CL, EL, IS",FBFR,FBFR08,-,-,"-	",-,-,
,2022-03-31T00:00:00Z,0:30,1:15,KG YW,FBFR,FBFR08,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,0:45,1:15,KG CP,FBFR,FBFR08,TRES?,-,"2/1	",-,-,
,2022-04-14T00:00:00Z,0:50,1:05,KG WY,FBFR,FBFR08,TRES,-,"4/3	",-,-,
,2022-04-21T00:00:00Z,4:10,4:30,KG KL,FBFR,FBFR08,HOWR,1 in,"4	",6W,-,-
,2022-04-21T00:00:00Z,4:36,4:49,KG KL,FBFR,FBFR08,TRES,-,"4/4	",-,-,-
,2022-06-17T00:00:00Z,,,KL MM,FBFR,FBFR08,TRES,-,"4/10	",1C,-,-
,2022-03-21T00:00:00Z,3:13,5:00,"KL, CL, EL, IS",FBFR,FBFR09,-,-,"-	",-,-,
,2022-03-31T00:00:00Z,0:30,1:15,KG YW,FBFR,FBFR09,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,0:45,1:15,KG CP,FBFR,FBFR09,-,-,"-	",-,-,
,2022-04-14T00:00:00Z,0:50,1:05,KG WY,FBFR,FBFR09,-,-,"-	",-,-,empty
,2022-04-21T00:00:00Z,16:35,16:49,KG KL,FBFR,FBFR09,-,-,"-	",-,-,-
,2022-06-17T00:00:00Z,,,KL MM,FBFR,FBFR09,TRES,-,"2/0	",-,-,-
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFR,FBFR1,-,-,"-	",-,-,-
,2022-07-03T00:00:00Z,,,KG AT,FBFR,FBFR1,-,-,"-	",-,-,skipped this week
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFR,FBFR1,-,-,"-	",-,-,-
,2022-03-21T00:00:00Z,3:13,5:00,"KL, CL, EL, IS",FBFR,FBFR10,-,-,"-	",-,-,
,2022-03-31T00:00:00Z,0:30,1:15,KG YW,FBFR,FBFR10,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,0:45,1:15,KG CP,FBFR,FBFR10,TRES,1 in 1 on,"2/2	",-,-,:)
,2022-04-14T00:00:00Z,0:50,1:05,KG WY,FBFR,FBFR10,TRES,1 in,"3/3	",-,-,-
,2022-04-21T00:00:00Z,16:35,16:49,KG KL,FBFR,FBFR10,TRES,1 in 1 flying,"4/3	",3C,-,-
,2022-06-17T00:00:00Z,,,KL MM,FBFR,FBFR10,TRES,1 female on box,"4/15	",3W,-,missing equipment tracking
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFR,FBFR10,TRES,1 in,"4/4	",5W,-,"Loggers, plastic in nest"
,2022-07-03T00:00:00Z,,,KG AT,FBFR,FBFR10,TRES,2 near,"4/10	",1W,5,measure 1
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFR,FBFR10,TRES,1 female near,"4/4	",1W,4,mother hanging dead from box so sad - did not bleed babies bc of this
,2022-07-14T00:00:00Z,,,KG YW,FBFR,FBFR10,TRES,1 near,"4/5	",-,3,cutest babies ever
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFR,FBFR2,-,-,"-	",-,-,-
,2022-07-03T00:00:00Z,,,KG AT,FBFR,FBFR2,-,-,"-	",-,-,skipped this week
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFR,FBFR2,-,-,"-	",-,-,-
,2022-07-14T00:00:00Z,,,KG YW,FBFR,FBFR2 and FBFR1,-,-,"-	",-,-,empty
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFR,FBFR3,-,-,"-	",-,-,-
,2022-07-03T00:00:00Z,,,KG AT,FBFR,FBFR3,-,-,"-	",-,-,skipped this week
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFR,FBFR3,-,-,"-	",-,-,-
,2022-07-14T00:00:00Z,,,KG YW,FBFR,FBFR3,-,-,"-	",-,-,empty
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFR,FBFR4,-,-,"-	",-,-,-
,2022-07-03T00:00:00Z,,,KG AT,FBFR,FBFR4,-,-,"-	",-,-,skipped this week
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFR,FBFR4,-,-,"-	",-,-,-
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFR,FBFR5,-,-,"-	",-,-,-
,2022-07-03T00:00:00Z,,,KG AT,FBFR,FBFR5,-,-,"-	",-,-,skipped this week
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFR,FBFR5,?,-,"1	",-,-,weird nest of dried leaves
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFR,FBFR6,-,-,"-	",-,-,-
,2022-07-03T00:00:00Z,,,KG AT,FBFR,FBFR6,-,-,"-	",-,-,skipped this week
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFR,FBFR6,?,-,"-	",-,-,Weird wirey almost plastic like nest
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFR,FBFR7,WEBL,-,"2	",-,-,-
,2022-07-03T00:00:00Z,,,KG AT,FBFR,FBFR7,-,-,"-	",-,-,skipped this week
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFR,FBFR7,WEBL,2 near,"-	",-,-,stuck cannot lower
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFR,FBFR8,,-,"1	",-,-,-
,2022-07-03T00:00:00Z,,,KG AT,FBFR,FBFR8,HOSP?,-,"4	",-,-,confusing nest
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFR,FBFR8,HOSP?,-,"4	",4W,-,confusing nest
,2022-06-23T00:00:00Z,,,KG VW WY MZ,FBFR,FBFR9,TRES,2 near,"4/12	",-,5,loggers
,2022-07-03T00:00:00Z,,,KG AT,FBFR,FBFR9,TRES,2 near,"4/10	",-,5,banded!
,2022-07-07T00:00:00Z,,,KG PGG MZ WY,FBFR,FBFR9,TRES,-,"4/10	",-,-,removed gear
,2021-04-16T00:00:00Z,2:50,3:30,KG,Mace Blvd,MBNG1,WEBL,-,"3	",-,-,-
,2021-04-23T00:00:00Z,1:35,2:30,KL KG,Mace Blvd,MBNG1,WEBL,1 in,"4	",5W,-,3 TRES near
,2021-04-30T00:00:00Z,2:00,2:30,"KL, KG",Mace Blvd,MBNG1,WEBL,-,"4	",5A,-,-
,2021-05-07T00:00:00Z,8:40,10:30,KL KG,Mace Blvd,MBNG1,WEBL,-,"4	",3W,2,"WC:7,7"
,2021-05-12T00:00:00Z,23:30,1:50,KL KG,Mace Blvd,MBNG1,WEBL,1 male in,"4	",1W,3,"WC: 9,12,12"
,2021-05-19T00:00:00Z,23:30,0:00,"KL, KG",Mace Blvd,MBNG1,WEBL,-,"4	",-,3,
,2021-05-22T00:00:00Z,1:30,2:30,"KL, RE",Mace Blvd,MBNG1,WEBL,1 near,"4	",-,3,banded
,2021-05-26T00:00:00Z,23:45,0:15,"KL, KG",Mace Blvd,MBNG1,WEBL,1 near,"Skipped	",Skipped,Skipped,Skip 1
,2021-06-02T00:00:00Z,23:30,1:00,KL KG,Mace Blvd,MBNG1,skipped,skipped,"skipped	",skipped,skipped,1 TRES adult somewhat near
,2021-06-09T00:00:00Z,0:15,2:00,"KL, KG",Mace Blvd,MBNG1,WEBL,-,"3	",-,-,Empty
,2021-06-16T00:00:00Z,23:30,0:30,"KL, KG",Mace Blvd,MBNG1,WEBL?,-,"4	",-,-,
,2021-06-23T00:00:00Z,0:00,1:30,KL KG,Mace Blvd,MBNG1,WEBL?,-,"4	",-,-,-
,2021-06-30T00:00:00Z,23:47,1:00,"KL, KG",Mace Blvd,MBNG1,WEBL,-,"4	",-,-,
,2022-03-15T00:00:00Z,9:10,9:45,"KL, CP, SM",Mace Blvd,MBNG1,-,-,"-	",-,-,
,2022-03-23T00:00:00Z,23:53,0:30,"KL, IS",Mace Blvd,MBNG1,-,-,"-	",-,-,
,2022-04-05T00:00:00Z,23:30,0:00,"SM, VW, KL",Mace Blvd,MBNG1,WEBL,1 in,"2	",-,-,
,2022-04-12T00:00:00Z,0:40,1:00,YW,Mace Blvd,MBNG1,WEBL,1Female near,"3	",-,-,
,2022-04-19T00:00:00Z,23:45,0:15,KL,Mace Blvd,MBNG1,WEBL,-,"4	",-,-,
,2022-04-26T00:00:00Z,0:00,16:00,KL,Mace Blvd,MBNG1,WEBL,0,"4	",4A,0,
,2022-05-17T00:00:00Z,,,KL,Mace Blvd,MBNG1,WEBL,-,"4	",-,4,
,2022-05-26T00:00:00Z,,,KG PGG,Mace Blvd,MBNG1,WEBL,-,"4	",-,4,big babies
,2022-06-09T00:00:00Z,,,KL,Mace Blvd,MBNG1,WEBL,-,"4	",-,-,
,2022-06-16T00:00:00Z,,,VW KL,Mace Blvd,MBNG1,WEBL,-,"4	",3C,-,
,2022-06-28T00:00:00Z,,,CP,Mace Blvd,MBNG1,WEBL,0,"4	",5W,0,
,2022-07-19T00:00:00Z,,,KL,Mace Blvd,MBNG1,WEBL,-,"4	",Skipped,Skipped,"One large baby seen, could be more"
,2022-07-27T00:00:00Z,0:05,2:00,SM,Mace Blvd,MBNG1,WEBL,-,"3	",1 old,-,Nest removed
,2023-04-01T00:00:00Z,5:50,6:30,KL,Mace Blvd,MBNG1,TRES,-,"2/5	",-,-,
,2023-04-04T00:00:00Z,2:47,3:15,"KL, YZ, RK",Mace Blvd,MBNG1,TRES,-,"4/20	",-,-,
,2023-04-13T00:00:00Z,0:19,0:50,"RK, YZ, KL",Mace Blvd,MBNG1,TRES,0,"4/20	",0,0,2 adult WEBL nearby
,2023-04-18T00:00:00Z,2:21,2:40,YZ,Mace Blvd,MBNG1,WEBL,1 nearby,"4	",4,0,
,2023-04-27T00:00:00Z,,,KL,Mace Blvd,MBNG1,WEBL,1 in,"4	",5W,-,
,2023-05-04T00:00:00Z,,,KL,Mace Blvd,MBNG1,WEBL,1 in,"4	",-,5,
,2023-05-09T00:00:00Z,2:50,3:10,"KL, YZ",Mace Blvd,MBNG1,WEBL,1 nearby,"4	",0,5,
,2023-05-16T00:00:00Z,3:15,3:45,"RK, YZ",Mace Blvd,MBNG1,WEBL,1 nearby,"4	",0,4,
,2023-06-08T00:00:00Z,23:25,23:30,RK,Mace Blvd,MBNG1,-,0,"4	",0,0,
,2021-04-16T00:00:00Z,2:50,3:00,"KL, KG",Mace Blvd,MBNG10,TRES,-,"4/10	",1a,-,-
,2021-04-23T00:00:00Z,1:35,2:30,KL KG,Mace Blvd,MBNG10,TRES,"1 in, 1 near","3/8	",5W,-,"3 adults near, HOBOS added"
,2021-04-30T00:00:00Z,2:00,2:30,"KL, KG",Mace Blvd,MBNG10,TRES,1 in,"4/8	",5W,-,-
,2021-05-07T00:00:00Z,8:40,10:30,KL KG,Mace Blvd,MBNG10,TRES,2 near,"4/12	",1W,5,"WC: 11,9,11,12,12"
,2021-05-12T00:00:00Z,23:30,1:50,KL KG,Mace Blvd,MBNG10,TRES,1 on,"4/8	",-,5,"WC: 32,31,25,28,30"
,2021-05-15T00:00:00Z,0:15,0:45,KL,Mace Blvd,MBNG10,TRES,-,"4/15	",-,5,banded
,2021-05-19T00:00:00Z,23:30,0:00,"KL, KG",Mace Blvd,MBNG10,TRES,"1 on, 1 in","Skipped	",Skipped,Skipped,Can hear nestlings inside box
,2021-05-26T00:00:00Z,23:45,0:15,"KL, KG",Mace Blvd,MBNG10,TRES,1 on,"Skipped	",Skipped,Skipped,Skip 2
,2021-06-02T00:00:00Z,23:30,0:30,"KL, KG",Mace Blvd,MBNG10,TRES,-,"3/5	",-,-,"Empty nest, no nestlings on ground, removed loggers"
,2021-06-16T00:00:00Z,23:30,0:30,"KL, KG",Mace Blvd,MBNG10,TRES,1 near,"4/7	",4W,-,
,2021-06-23T00:00:00Z,0:00,1:30,KL KG,Mace Blvd,MBNG10,TRES,2 near,"4/11	",4W,-,loggers added! canopy picture already taken for this nest ;)
,2021-06-30T00:00:00Z,23:47,0:30,"KL, KG, TP",Mace Blvd,MBNG10,TRES,1 in 1 near,"4/10	",4W,-,
,2021-07-07T00:00:00Z,23:30,1:00,KL KG,Mace Blvd,MBNG10,TRES,1 in,"4/12	",4W,-,-
,2021-07-15T00:00:00Z,23:30,0:30,KG,Mace Blvd,MBNG10,TRES,-,"4/20	",4C,-,loggers removed
,2022-03-15T00:00:00Z,9:10,9:45,"KL, CP, SM",Mace Blvd,MBNG10,-,-,"-	",-,-,
,2022-03-23T00:00:00Z,23:53,0:30,"KL, IS",Mace Blvd,MBNG10,-,-,"-	",-,-,
,2022-03-29T00:00:00Z,2:50,3:19,CP,Mace Blvd,MBNG10,TRES?,3 TRES flying near,"1, 1 feather	",-,-,
,2022-04-05T00:00:00Z,23:30,0:00,"SM, VW, KL",Mace Blvd,MBNG10,TRES,1 on,"0/1	",-,-,
,2022-04-12T00:00:00Z,0:40,1:00,YW,Mace Blvd,MBNG10,/,-,"-	",-,-,
,2022-04-19T00:00:00Z,23:45,0:15,KL,Mace Blvd,MBNG10,TRES,1 near,"1/0	",-,-,
,2022-04-26T00:00:00Z,0:00,1:00,SM,Mace Blvd,MBNG10,TRES,3 TRES flying near,"4/4	",-,-,
,2022-05-17T00:00:00Z,,,VW,Mace Blvd,MBNG10,TRES,1IN,"4/7	",5W,-,
,2022-05-17T00:00:00Z,,,KL,Mace Blvd,MBNG10,TRES,1 near,"4 /10	",5W,-,
,2022-05-26T00:00:00Z,,,KL,Mace Blvd,MBNG10,TRES,2 near,"4/10	",-,5,
,2022-05-31T00:00:00Z,,,KL,Mace Blvd,MBNG10,TRES,1 TRES female in,"4	",0,5,1 nestling too small to band
,2022-06-09T00:00:00Z,,,KL,Mace Blvd,MBNG10,TRES,2 near,"Skipped	",Skipped,Skipped,
,2022-06-16T00:00:00Z,,,VW,Mace Blvd,MBNG10,WEBL,-,"3	",-,-,
,2022-06-22T00:00:00Z,,,"YW, KL",Mace Blvd,MBNG10,TRES,-,"4	",2W,-,-
,2022-06-28T00:00:00Z,,,KL,Mace Blvd,MBNG10,TRES,2 near,"4/10	",3W,-,
,2022-07-05T00:00:00Z,,,KL,Mace Blvd,MBNG10,TRES,2 near,"4/10	",3W,-,
,2022-07-13T00:00:00Z,,,KG VW,Mace Blvd,MBNG10,TRES,1 near,"4/6	",-,3,"mom not caught , cam not added but can be"
,2022-07-14T00:00:00Z,,,VW,Mace Blvd,MBNG10,TRES,1IN,"4/6	",-,-,
,2022-07-19T00:00:00Z,,,PGG,Mace Blvd,MBNG10,TRES,2 near,"4/10	",-,3,
,2022-07-27T00:00:00Z,,,SM,Mace Blvd,MBNG10,Skipped,-,"Skipped	",Skipped,Skipped,
,2022-08-12T00:00:00Z,,,KL,Mace Blvd,MBNG10,TRES,-,"4	",-,-,
,2023-04-01T00:00:00Z,5:50,6:30,KL,Mace Blvd,MBNG10,TRES,2 near,"4/0	",-,-,
,2023-04-04T00:00:00Z,3:03,3:15,"YZ, RK",Mace Blvd,MBNG10,TRES,3 nearby,"4	",-,-,
,2023-04-13T00:00:00Z,,,"KL,YZ,RK",Mace Blvd,MBNG10,TRES,2 near,"4/0	",-,-,
,2023-04-18T00:00:00Z,,,KL,Mace Blvd,MBNG10,TRES,2 near,"4/0	",-,-,
,2023-04-27T00:00:00Z,,,KL,Mace Blvd,MBNG10,TRES,2 near,"4/1	",2C,-,
,2023-05-04T00:00:00Z,0:47,0:50,YZ,Mace Blvd,MBNG10,TRES,1 nearby,"4/8	",5W,0,
,2023-05-09T00:00:00Z,3:32,16:00,RK,Mace Blvd,MBNG10,TRES,0,"4/25	",5W,0,
,2021-04-16T00:00:00Z,2:50,3:30,KL KG,Mace Blvd,MBNG11,TRES,2 on box,"4/ 9	",5,-,one adult handed: left leg red/ pink band
,2021-04-23T00:00:00Z,1:35,2:30,KL KG,Mace Blvd,MBNG11,TRES,1 in,"4/13	",5W,-,One egg bigger than others?
,2021-04-30T00:00:00Z,2:00,2:30,"KL, KG",Mace Blvd,MBNG11,TRES,2 near,"4/25	",3W,3,-
,2021-05-07T00:00:00Z,8:40,10:30,KL KG,Mace Blvd,MBNG11,TRES,1 in,"4/20	",2W,4,"WC: 29,29,24"
,2021-05-11T00:00:00Z,4:00,4:30,KL,Mace Blvd,MBNG11,TRES,1 in,"4/20	",-,4,"Banded. Dead banded adult in front of box, brain eaten. Get band next week"
,2021-05-12T00:00:00Z,23:30,1:50,KL KG,Mace Blvd,MBNG11,TRES,2 near,"4/10	",-,4,"WC: 49,48,43,52"
,2021-05-19T00:00:00Z,23:30,0:00,"KL, KG",Mace Blvd,MBNG11,TRES,1 on 1 in,"Skipped	",Skipped,Skipped,
,2021-05-26T00:00:00Z,23:45,0:15,"KL, KG",Mace Blvd,MBNG11,TRES,-,"3/10	",-,-,Headless adult from a few weeks ago band 2721-01206
,2021-06-02T00:00:00Z,23:30,1:00,KL KG,Mace Blvd,MBNG11,TRES,1 on,"4/18	",-,-,new nest!
,2021-06-09T00:00:00Z,0:15,2:00,"KL, KG",Mace Blvd,MBNG11,TRES,1 on,"4/25	",5A,-,1 banded TRES on top
,2021-06-16T00:00:00Z,23:30,0:30,"KL, KG",Mace Blvd,MBNG11,TRES,1 near,"4/13	",5W,-,
,2021-06-23T00:00:00Z,0:00,1:30,KL KG,Mace Blvd,MBNG11,TRES,1 in,"4/8	",-,5,"WC: 6,11,13,12"
