Timestamp,date,observer,site,box,action,equipment_name,hobo_position,readout,battery_status,memory_status,equipment_type,card_deployed,card_collected,battery_status,memory_status,
6/18/2021 8:50,6/18/2021,KL KG,PIC,PICG9,deploy,PICG9-I,inside,NA,100,0,hobo,,,,,
6/18/2021 8:50,6/18/2021,KL KG,PIC,PICG9,deploy,PICG9-O,outside,NA,100,0,hobo,,,,,
6/18/2021 9:26,6/18/2021,"KL, KG",PIC,PICG2,deploy,cam4,,,,,camera,card7,NA,low,empty,
6/18/2021 10:23,6/18/2021,"KL, KG",PIC,PCE8,collect,cam10,,,,,camera,NA,card8,low,full,
6/20/2021 8:57,6/18/2021,KL KG,PIC,PICR9,collect,cam2,,,,,camera,-,card2,low,full,
6/21/2021 17:39,6/5/2021,HC,MCN,MCO8,collect,MCO8-I,inside,completed,100,10,hobo,,,,,
6/21/2021 17:39,6/5/2021,HC,MCN,MCO8,collect,MCO8-O,outside,completed,100,10,hobo,,,,,
6/21/2021 17:40,6/5/2021,HC,MCN,MCO5,collect,MCO5-humidity,outside,completed,100,46,hobo,,,,,
6/23/2021 8:20,6/23/2021,KL KG,MBN,MBNG3,deploy,MBNG3-I,inside,NA,100,0,hobo,,,,,
6/23/2021 8:20,6/23/2021,KL KG,MBN,MBNG3,deploy,MBNG3-O,outside,NA,100,0,hobo,,,,,
6/23/2021 8:34,6/23/2021,KL KG,MBN,MBNG10,deploy,MBNG10-O,outside,NA,100,0,hobo,,,,,
6/23/2021 8:34,6/23/2021,KL KG,MBN,MBNG10,deploy,MBNG10-I,inside,NA,100,0,hobo,,,,,
6/23/2021 8:43,6/23/2021,"KL, KG",MBN,MBNG17,collect,MBNG17-I,inside,completed,100,7,hobo,,,,,
6/23/2021 8:44,6/23/2021,"KL, KG",MBN,MBNG17,collect,MBNG17-O,outside,completed,100,7,hobo,,,,,
6/23/2021 9:16,6/23/2021,"KL, KG",MBN,MBNR9,data download,MBNR9-I,inside,completed,100,11,hobo,,,,,
6/23/2021 9:16,6/23/2021,"KL, KG",MBN,MBNR9,data download,MBNR9-O,outside,completed,100,11,hobo,,,,,
6/23/2021 9:16,6/23/2021,"KL, KG",MBN,MBNR9,collect,cam3,,,,,camera,NA,card10,low,full,
6/23/2021 11:20,6/23/2021,KL KG,PIC,PICO10,collect,cam3,,,,,camera,-,card 6,low,full,
6/23/2021 11:21,6/23/2021,KL KG,PIC,PICO10,deploy,cam10,,,,,camera,card 8,-,full,empty,
6/24/2021 10:06,6/24/2021,"KL, KG, DK, TP",DCC,BRO2,deploy,BRO2-I,inside,NA,100,0,hobo,,,,,
6/24/2021 10:07,6/24/2021,"KL, KG, DK, TP",DCC,BRO2,deploy,BRO2-O,outside,NA,100,0,hobo,,,,,
6/24/2021 10:16,6/24/2021,"KL, KG, DK, TP",DCC,BRO5,collect,BRO5-I,inside,completed,100,3,hobo,,,,,
6/24/2021 10:16,6/24/2021,KL KG TP DK,BRO,BRO5,collect,BRO5-O,outside,completed,100,3,hobo,,,,,
6/25/2021 8:29,6/25/2021,KL KG,PIC,PCC9,deploy,cam3,,,,,camera,card 2,-,full,empty,
6/25/2021 9:04,6/25/2021,KL KG,PIC,PICG1,collect,PICG1-I,inside,completed,100,9,hobo,,,,,
6/25/2021 9:05,6/25/2021,KL KG,PIC,PICG1,collect,PICG1-O,outside,completed,100,9,hobo,,,,,
6/25/2021 9:09,6/25/2021,KL KG,PIC,PICG2,collect,cam4,,,,,camera,-,card 7,low,full,
6/25/2021 9:10,6/25/2021,KL KG,PIC,PICG2,deploy,cam3,,,,,camera,card 2,-,full,empty,
6/25/2021 9:38,6/25/2021,KL KG,PIC,PICG3,deploy,PICG3-O,outside,NA,100,0,hobo,,,,,
6/25/2021 9:38,6/25/2021,KL KG,PIC,PICG3,deploy,PICG3-I,inside,NA,100,0,hobo,,,,,
6/30/2021 8:13,6/30/2021,KL KG TP,MBN,MBNG27,collect,MBNG27-I,inside,completed,100,5,hobo,,,,,
6/30/2021 8:13,6/30/2021,KL KG TP,MBN,MBNG27,collect,MBNG27-I,outside,completed,100,7,hobo,,,,,
6/30/2021 8:50,6/30/2021,KL KG TP,MBN,MBNR4,deploy,MBNR4-I,inside,NA,100,0,hobo,,,,,
6/30/2021 8:53,6/30/2021,"KL, KG, TP",MBN,MBNR4,deploy,MBNR4-O,outside,NA,100,0,hobo,,,,,
6/30/2021 9:07,6/30/2021,"KL, KG, TP",MBN,MBNC16,collect,MBNC16-I,inside,NA,100,9- readout not completed because hobo dead??,hobo,,,,,
6/30/2021 9:08,6/30/2021,"KL, KG, TP",MBN,MBNC16,collect,MBNC16-O,outside,completed,100,9,hobo,,,,,
6/30/2021 9:08,6/30/2021,"KL, LG, TP",MBN,MBNC16,collect,cam8,,,,,camera,NA,Card4,low,full,
6/30/2021 9:18,6/30/2021,KL KG TP,MBN,MBNC11,deploy,MBNC11-I,inside,NA,100,0,hobo,,,,,
6/30/2021 9:18,6/30/2021,KL KG TP,MBN,MBNC11,deploy,MBNC11-O,outside,NA,100,0,hobo,,,,,
6/30/2021 9:48,6/30/2021,KL KG TP,MBN,MBNC6,deploy,cam8,,,,,camera,card 10,-,full,empty,
7/1/2021 9:04,7/1/2021,KL KG,RRR,RRRR4,deploy,cam5,,,,,camera,card 7,-,full,empty,
7/1/2021 9:13,7/1/2021,KL KG,RRR,RRRR2,deploy,RRRR2-I,inside,NA,100,0,hobo,,,,,
7/1/2021 9:14,7/1/2021,KL KG,RRR,RRRR2,deploy,RRRR2-O,outside,NA,100,0,hobo,,,,,
7/1/2021 9:40,7/1/2021,KL KG,RRR,RRC12,collect,RRC12-O,outside,completed,100,9,hobo,,,,,
7/1/2021 9:41,7/1/2021,"KL, KG",RRR,RRC12,collect,RRC12-I,inside,completed,100,9,hobo,,,,,
7/1/2021 10:36,7/1/2021,KL KG,BRO,BRO9,collect,BRO9-I,inside,completed,100,7,hobo,,,,,
7/1/2021 10:37,7/1/2021,KL KG,BRO,BRO9-O,collect,BRO9-O,outside,completed,100,7,hobo,,,,,
7/1/2021 10:37,7/1/2021,"KL, KG",DCC,BRO9,collect,cam9,,,,,camera,NA,Card1,low,full,
7/1/2021 10:45,7/1/2021,"KL, KG",DCC,BRO6,deploy,BRO6-I,inside,NA,100,0,hobo,,,,,
7/1/2021 10:46,7/1/2021,"KL, KG",DCC,BRO6,deploy,BRO6-O,outside,NA,100,0,hobo,,,,,
7/1/2021 10:54,7/1/2021,KL KG,BRO,BRO7,deploy,BRO7-O,outside,NA,100,0,hobo,,,,,
7/1/2021 10:55,7/1/2021,KL KG,BRO,BRO7,deploy,BRO7-I,inside,NA,100,0,hobo,,,,,
7/1/2021 11:15,6/10/2021,KL KG,MCN,MCO1,deploy,MCO1-humidity ,outside,NA,100,0,hobo,,,,,
7/2/2021 9:47,7/2/2021,"KL, KG",PIC,PICO1,collect,PG-O-01-I,inside,completed,100,22,hobo,,,,,
7/2/2021 9:47,7/2/2021,"KL, KG",PIC,PICO1,collect,PG-O-01-O,outside,completed,100,22,hobo,,,,,
7/7/2021 8:01,7/7/2021,"KL, KG",MBN,MBNG8,deploy,MBNG8-I,inside,NA,100,9,hobo,,,,,
7/7/2021 8:01,7/7/2021,"KL, KG",MBN,MBNG8,deploy,MBNG8-O,outside,NA,00,9,hobo,,,,,
7/7/2021 9:29,7/7/2021,"KL, KG",MBN,MBNR2,deploy,MBNR2-I,inside,NA,100,0,hobo,,,,,
7/7/2021 9:30,7/7/2021,"KL, KG",MBN,MBNR2,deploy,MBNR2-O,outside,NA,100,0,hobo,,,,,
7/7/2021 9:53,7/7/2021,"KL, KG",MBN,MBNR9,deploy,cam9,,,,,camera,Card5,NA,full,empty,
7/8/2021 6:42,7/7/2021,KL KG IS,RRR,RRRG2,deploy,RRRG2-I,inside,NA,100,0,hobo,,,,,
7/8/2021 6:42,7/7/2021,KL KG IS,RRR,RRRG2,deploy,RRRG2-O,outside,NA,100,0,hobo,,,,,
7/8/2021 6:51,7/8/2021,"KL, KG, IS",RRR,RRRG8,collect,RRRG8-I,inside,completed,100,9,hobo,,,,,
7/8/2021 6:51,7/8/2021,"KL, KG, IS",RRR,RRRG8,collect,RRRG8-O,outside,completed,100,11,hobo,,,,,
7/8/2021 6:52,7/8/2021,"KL, KG, IS",RRR,RRRG8,collect,cam6,,,,,camera,NA,Card11,low,full,
7/8/2021 8:16,7/7/2021,KL KG,RRR,RRC11,collect,RRC11-I,inside,completed,100,11,hobo,,,,,
7/8/2021 8:16,7/7/2021,KL KG IS,RRR,RRC11,collect,RRC11-O,outside,completed,100,11,hobo,,,,,
7/8/2021 8:18,7/8/2021,KL KG,RRR,RRC11,collect,cam1,,,,,camera,-,card 14,low,full,
7/8/2021 9:07,7/8/2021,"KL, KG, IS",DCC,BRO6,collect,BRO2-I,inside,completed,100,2,hobo,,,,,
7/8/2021 9:07,7/8/2021,"KL, KG, IS",DCC,BRO6,collect,BRO2-O,outside,completed,100,2,hobo,,,,,
7/8/2021 9:25,7/8/2021,KL KG IS,BRO,BRO2,deploy,cam6,,,,,camera,card 16,-,full,empty,
7/8/2021 9:34,7/8/2021,"KL, KG, IS",DCC,BRO3,deploy,BRO3-I,inside,NA,100,0,hobo,,,,,
7/8/2021 9:35,7/8/2021,"KL, KG, IS",DCC,BRO3,deploy,BRO3-O,outside,NA,100,0,hobo,,,,,
7/9/2021 6:53,7/9/2021,"KL, KG, TP",PIC,PCE8,collect,PCE8-I,inside,completed,100,10,hobo,,,,,
7/9/2021 6:53,7/9/2021,"KL, KG, TP",PIC,PCE8,collect,PCE8-O,outside,completed,100,9,hobo,,,,,
7/9/2021 8:23,7/9/2021,"KL, KG",PIC,PICR3,collect,PG-C-03-I,inside,completed,100,30,hobo,,,,,
7/9/2021 8:24,7/9/2021,"KL, KG",PIC,PICR3,collect,PG-C-03-O,outside,completed,100,30,hobo,,,,,
7/9/2021 9:32,7/9/2021,"KL, KG",PIC,PICO5,deploy,cam1,,,,,camera,Card14,NA,full,empty,
7/9/2021 9:32,7/9/2021,KL KG,PIC,PICO10,collect,PICO10-I,inside,completed,100,9,hobo,,,,,
7/9/2021 9:33,7/9/2021,KL KG,PIC,PICO10,collect,PICO10-O,outside,completed,100,9,hobo,,,,,
7/9/2021 9:34,7/9/2021,KL KG,PIC,PICO10,collect,cam10,,,,,camera,-,card 8,low,full,
7/15/2021 8:07,7/15/2021,KG,MBN,MBNG8,deploy,cam4,,,,,camera,card 11,- ,full,empty,
7/15/2021 8:12,7/15/2021,KG,MBN,MBNG10,collect,MBNG10-I,inside,completed,100,6,hobo,,,,,
7/15/2021 8:13,7/15/2021,KG,MBN,MBNG10,collect,MBNG10-O,outside,completed,100,6,hobo,,,,,
7/15/2021 9:36,7/15/2021,KG,MBN,MBNR9,collect,MBNR9-I,inside,completed,100,6,hobo,,,,,
7/15/2021 9:36,7/15/2021,KG,MBN,MBNR9,collect,MBNR9-O,outside,completed,100,6,hobo,,,,,
7/15/2021 9:37,7/15/2021,KG,MBN,MBNR9,collect,cam9,,,,,camera,-,card 5,full,full,
7/15/2021 11:25,7/15/2021,KG,RRR,RRRG1,collect,RRRG1-I,inside,completed,100,11,hobo,,,,,
7/15/2021 11:25,7/15/2021,KG,RRR,RRRG1,collect,RRRG1-O,outside,completed,100,11,hobo,,,,,
7/15/2021 11:26,7/15/2021,KG,RRR,RRRG2,collect,RRRG2-I,inside,completed,100,2,hobo,,,,,
7/15/2021 11:26,7/15/2021,KG,RRR,RRRG2,collect,RRRG2-O,outside,completed,100,2,hobo,,,,,
7/15/2021 11:27,7/15/2021,KG,RRR,RRRG3,collect,RRRG3-I,inside,completed,100,11,hobo,,,,,
7/15/2021 11:27,7/15/2021,KG,RRR,RRRG3,collect,RRRG3-O,outside,completed,100,11,hobo,,,,,
7/15/2021 11:39,7/15/2021,KG,RRR,RRC15,collect,RRC15-I,inside,completed,100,7,hobo,,,,,
7/15/2021 11:39,7/15/2021,KG,RRR,RRC15,collect,RRC15-O,outside,completed,100,7,hobo,,,,,
7/16/2021 10:49,7/16/2021,KG,PIC,PICG2,collect,cam2,,,,,camera,-,card 3,full,full,
7/16/2021 10:50,7/16/2021,KG,PIC,PICG2,collect,PICG2-I,inside,completed,100,11,hobo,,,,,
7/16/2021 10:50,7/16/2021,KG,PIC,PICG2,collect,PICG2-O,outside,completed,100,11,hobo,,,,,
7/16/2021 11:09,7/16/2021,KG,PIC,PICR10,collect,cam7,,,,,camera,-,card 15,full,full,
7/16/2021 11:10,7/16/2021,KG,PIC,PICR10,collect,PICR10-I,inside,completed,100,11,hobo,,,,,
7/16/2021 11:10,7/16/2021,KG,PIC,PICR10,collect,PICR10-O,outside,completed,100,11,hobo,,,,,
7/16/2021 11:23,7/16/2021,KG,PIC,PICO2,collect,PICO2-I,inside,completed,100,9,hobo,,,,,
7/16/2021 11:23,7/16/2021,KG,PIC,PICO2,collect,PICO2-O,outside,completed,100,9,hobo,,,,,
7/16/2021 11:54,7/16/2021,KG,PIC,PCC3,collect,PCC3-I,inside,completed,100,11,hobo,,,,,
7/16/2021 11:55,7/16/2021,KG,PIC,PCC3,collect,PCC3-O,outside,completed,100,11,hobo,,,,,
7/19/2021 9:58,7/19/2021,KG MB,BRO,BRO2,collect,cam6,,,,,camera,-,card 16,full,full,
7/22/2021 12:17,7/22/2021,KG POK,PIC,PCC9,collect,cam3,,,,,camera,-,card 2,low,full,
7/22/2021 12:18,7/22/2021,KG POK,PIC,PCC9,collect,PCC9-O,outside,completed,100,12,hobo,,,,,
7/22/2021 12:18,7/22/2021,KG POK,PIC,PICG6,collect,PICG6-I,inside,completed,100,12,hobo,,,,,
7/22/2021 12:19,7/22/2021,KG POK,PIC,PICG6,collect,PICG6-O,outside,completed,100,12,hobo,,,,,
7/22/2021 12:21,7/22/2021,KG POK,BRO,BRO3,collect,BRO3-I,inside,completed,100,4,hobo,,,,,
7/22/2021 12:21,7/22/2021,KG POK,BRO,BRO3,collect,BRO3-O,outside,completed,100,4,hobo,,,,,
7/29/2021 11:44,7/29/2021,KG,PIC,PCT4,collect,PCT4-humidity,outside,NA,not sure would not connect to app,also not sure- logger #21037713- app would not connect solely to this logger will try again later ,hobo,,,,,
7/29/2021 11:45,7/29/2021,KG,PIC,PICR2,collect,PICR2-humidity,outside,NA,100,"0- says ""cannot read out an empty logger"" this logger may have never been started- logger # 21033151 ",hobo,,,,,
7/29/2021 11:46,7/29/2021,KG,PIC,PICG3,collect,PICG3-I,inside,completed,100,6,hobo,,,,,
7/29/2021 11:46,7/29/2021,KG,PIC,PICG3,collect,PICG3-O,outside,completed,100,6,hobo,,,,,
7/29/2021 11:47,7/29/2021,KG,PIC,PICG9,collect,PICG9-I,inside,completed,100,11,hobo,,,,,
7/29/2021 11:47,7/29/2021,KG,PIC,PICG9,collect,PICG9-O,outside,completed,100,11,hobo,,,,,
7/29/2021 11:48,7/29/2021,KG,PIC,PICG8,collect,PICG8-humidity,outside,completed,100,83,hobo,,,,,
7/29/2021 11:48,7/29/2021,KG,RRR,RRRG11,collect,RRRG11-humidity,outside,completed,100,88,hobo,,,,,
7/29/2021 11:49,7/29/2021,KG,RRR,RRRR4,collect,RRRR4-I,inside,completed,100,7,hobo,,,,,
7/29/2021 11:49,7/29/2021,KG,RRR,RRRR4,collect,RRRR4-O,outside,completed,100,7,hobo,,,,,
7/29/2021 11:50,7/29/2021,KG,RRR,RRRR4,collect,cam5,,,,,camera,-,card 9,full,full,
7/29/2021 11:51,7/29/2021,KG,RRR,RRC15,collect,RRC15-humidity ,outside,completed,100,88,hobo,,,,,
7/29/2021 11:51,7/29/2021,KG,MCN,MCO1,collect,MCO1-humidity ,outside,completed,100,43,hobo,,,,,
7/29/2021 11:52,7/29/2021,KG,MBN,MBNR6,collect,MBNR6-humidity,outside,completed,100,88,hobo,,,,,
7/29/2021 11:52,7/29/2021,KG,MBN,MBNR4,collect,MBNR4-I,inside,completed,100,7,hobo,,,,,
7/29/2021 11:53,7/29/2021,KG,MBN,MBNR4,collect,MBNR4-O,outside,completed,100,7,hobo,,,,,
7/29/2021 11:53,7/29/2021,KG,MBN,MBNR2,collect,MBNR2-I,inside,completed,100,6,hobo,,,,,
7/29/2021 11:53,7/29/2021,KG,MBN,MBNR2,collect,MBNR2-O,outside,completed,100,6,hobo,,,,,
8/5/2021 11:16,8/5/2021,KG,PIC,PICO5,collect,cam1,,,,,camera,-,card14,full,full,
8/5/2021 11:18,8/5/2021,KG,MBN,MBNC6,collect,cam8,,,,,camera,-,card10,full,full,
8/5/2021 11:19,8/5/2021,KG,MBN,MBNG20,collect,cam4,,,,,camera,-,card11,full,full,
8/5/2021 11:20,8/5/2021,KG,MBN,MBNC12,collect,MBNC12-humidity ,outside,completed,100,94,hobo,,,,,
8/5/2021 11:20,8/5/2021,KG,MBN,MBNG9,collect,MBNG9-humidity ,outside,completed,100,88,hobo,,,,,
8/5/2021 11:21,8/5/2021,KG,PIC,PICO2,collect,PICO2-humidity,outside,completed,100,92,hobo,,,,,
8/5/2021 11:23,8/5/2021,KG,MBN,MBNG8,collect,MBNG8-I,inside,completed,100,7,hobo,,,,,
8/5/2021 11:23,8/5/2021,KG,MBN,MBNG8,collect,MBNG8-O,outside,completed,100,8,hobo,,,,,
8/5/2021 11:24,8/5/2021,KG,MBN,MBNG20,collect,MBNG20-I,inside,completed,100,16,hobo,,,,,
8/5/2021 11:24,8/5/2021,KG,MBN,MBNG20,collect,MBNG20-O,outside,completed,100,16,hobo,,,,,
9/10/2021 12:17,7/14/2021,KG,MBN,MBNC10,collect,MBNC10-I,inside,completed,100,7,hobo,,,,,
9/10/2021 12:17,7/14/2021,KG,MBN,MBNC10,collect,MBNC10-O,outside,completed,100,7,hobo,,,,,
9/10/2021 12:18,8/5/2021,KG,MBN,MBNC6,collect,MBNC6-I,inside,completed,100,7,hobo,,,,,
9/10/2021 12:19,8/5/2021,KG,MBN,MBNC6,collect,MBNC6-O,outside,completed,100,7,hobo,,,,,
9/10/2021 12:20,7/7/2021,KG KL,MBN,MBNG3,collect,MBNG3-I,inside,completed,100,10,hobo,,,,,
9/10/2021 12:21,7/7/2021,KG KL,MBN,MBNG3,collect,MBNG3-O,outside,completed,100,10,hobo,,,,,
9/10/2021 12:39,8/5/2021,KG,MBN,MBNC11,collect,MBNC11-I,inside,completed,100,10,hobo,,,,,
9/10/2021 12:39,8/5/2021,KG,MBN,MBNC11,collect,MBNC11-O,outside,completed,100,10,hobo,,,,,
9/10/2021 13:14,9/10/2021,KL,RRR,RRRR2,collect,RRRR2-I,inside,completed,100,18,hobo,,,,,
9/10/2021 13:15,9/10/2021,KL,RRR,RRRR2,deploy,RRRR2-O,outside,completed,100,18,hobo,,,,,
9/10/2021 13:21,9/10/2021,KL,RRR,RRRR5,collect,RRRR5-humidity,outside,completed,100,100,hobo,,,,,
9/10/2021 13:43,9/10/2021,KL,BRO,BRO9,collect,BRO9-humidity,outside,completed,100,100,hobo,,,,,
9/10/2021 13:45,9/10/2021,KL,BRO,BRO2,collect,BRO2-I,inside,completed,100,20,hobo,,,,,
9/10/2021 13:46,9/10/2021,KL,BRO,BRO2,collect,BRO2-O,outside,completed,100,20,hobo,,,,,
9/10/2021 13:53,9/10/2021,KL,DCC,BRO7,collect,BRO7-I,inside,completed,100,20,hobo,,,,,
9/10/2021 13:54,9/10/2021,KL,DCC,BRO7,collect,BRO7-O,outside,completed,100,20,hobo,,,,,
3/29/2022 7:35,3/29/2022,KL,PICO,PICO1,deploy,PICO1-I,inside,NA,100,0,hobo,,,,,
3/29/2022 7:37,3/29/2022,KG,PIC,PICO1,deploy,PICO1-O,outside,NA,100,0,hobo,,,,,
3/29/2022 7:45,3/29/2022,VW,PICO,PICO3,deploy,PICO3-I,inside,NA,100,0,hobo,,,,,
3/29/2022 7:46,3/29/2022,VW,PICO,PICO3,deploy,PICO3-O,outside,NA,100,0,hobo,,,,,
3/29/2022 7:53,3/29/2022,VW,PICO,PICO4,deploy,PICO4-I,inside,NA,100,0,hobo,,,,,
3/29/2022 7:57,3/29/2022,VW,PICO,PICO4,deploy,PICO4-O,outside,NA,100,0,hobo,,,,,
3/29/2022 7:59,3/29/2022,VW,PICO,PICO4,deploy,PICO4-Humidity,outside,NA,100,0,hobo,,,,,
3/29/2022 8:37,3/29/2022,VW,PICR,PICR2,deploy,PICR2-Humidity,outside,NA,100,0,hobo,,,,,
3/29/2022 9:19,3/29/2022,KG CP KL VW YW,PIC,PICG1,deploy,PICG1-humidity,outside,NA,100,0,hobo,,,,,
3/29/2022 9:44,3/29/2022,KL,RRR,RRRR6,deploy,RRRR6-I,outside,NA,100,P,hobo,,,,,
3/29/2022 10:14,3/29/2022,KG KL,RRR,RRRG6,deploy,RRRG6-humidity,inside,NA,100,0,hobo,,,,,
3/29/2022 10:16,3/29/2022,KG KL,RRR,RRRG8,deploy,RRRG8-I,inside,NA,100,0,hobo,,,,,
3/29/2022 10:17,3/29/2022,KG KL,RRR,RRRG8,deploy,RRRG8-O,outside,NA,100,0,hobo,,,,,
3/29/2022 11:32,3/29/2022,KG CP,MBN,MBNG1,deploy,MBNG1-humidity,outside,NA,100,0,hobo,,,,,
4/5/2022 7:59,4/5/2022,KL ,MBN,MBNG21,deploy,MBNG21-I,inside,NA,100,0,hobo,,,,,
4/5/2022 8:02,4/5/2022,KL ,MBN,MBNG21,deploy,MBNG21-O,outside,NA,100,0,hobo,,,,,
4/5/2022 8:06,4/5/2022,"SM, VW, KL ",MBN,MBNG11,deploy,MBNG11-O,inside,NA,100,0,hobo,,,,,
4/5/2022 8:06,4/5/2022,"SM, VW, KL ",MBN,MBNG11,deploy,MBNG11-I,inside,NA,100,0,hobo,,,,,
4/5/2022 8:07,4/5/2022,"SM, VW, KL ",MBN,MNBG11,deploy,MBNG11-O,outside,NA,100,0,hobo,,,,,
4/5/2022 9:17,4/5/2022,KL ,MBN ,MBNR7,deploy,MBNR7-humidity,outside,NA,100,0,hobo,,,,,
4/5/2022 11:23,4/5/2022,KL ,RRR,RRRG8,collect,RRRG8-I,inside,NA,100,0,hobo,,,,,
4/5/2022 11:24,4/5/2022,KL ,RRR,RRRG8,collect,RRRG8-O,outside,NA,100,P,hobo,,,,,
4/5/2022 18:48,4/5/2022,KG CP,FBF,FBFG06,deploy,FBFG06-humidity,inside,NA,100,0,hobo,,,,,
4/5/2022 18:49,4/5/2022,KG CP,FBF,FBFR01,deploy,FBFR01-humidity,outside,NA,100,0,hobo,,,,,
4/5/2022 18:50,4/5/2022,KG CP,FBF,FBFO01,deploy,FBFO01-I,inside,NA,100,0,hobo,,,,,
4/5/2022 18:50,4/5/2022,KG CP,FBF,FBFO01,deploy,FBFO01-O,outside,completed,100,0,hobo,,,,,
4/5/2022 18:51,4/5/2022,KG CP,FBF,FBFO02,deploy,FBFO02-humidity,outside,NA,100,0,hobo,,,,,
4/5/2022 18:52,4/5/2022,KG CP,FBF,FBFC01,deploy,FBFC01-humidity,outside,NA,100,0,hobo,,,,,
4/7/2022 10:02,4/7/2022,KG KL VW YW,PIC,PCC7,deploy,PCC7-I,inside,NA,100,0,hobo,,,,,
4/7/2022 10:02,4/7/2022,VW,PIC,PCC7,deploy,PCC7-O,outside,NA,100,0,hobo,,,,,
4/7/2022 10:44,4/7/2022,KG，KL，VW,MBN,MBNC15,deploy,MBNC15-I,inside,NA,100,0,hobo,,,,,
4/7/2022 10:47,4/7/2022,VW，KG，KL,MBN,MBNC15,deploy,MBNC15-O,outside,NA,100,0,hobo,,,,,
4/12/2022 7:43,4/12/2022,KG,MBN,MBNR1,deploy,MBNR-I,inside,NA,100,0,hobo,,,,,
4/12/2022 7:43,4/12/2022,KG,MBN,MBNR1,deploy,MBNR-9,outside,NA,100,0,hobo,,,,,
4/12/2022 7:58,4/12/2022,KG,MBN,MBNR4,deploy,MBNR4-I,outside,NA,100,0,hobo,,,,,
4/12/2022 8:04,4/12/2022,"SM, YW, KL, CP",MBN,MBNR4,deploy,MBNR4-O,outside,NA,100,0,hobo,,,,,
4/12/2022 8:34,4/12/2022,"YW, KG ",MBN ,MBNG9,deploy,MBNG9-I,inside,NA,100,0,hobo,,,,,
4/12/2022 8:36,4/12/2022,"YW, KG",MBN ,MBNG9,deploy,MBNG9-O,outside,NA,100,0,hobo,,,,,
4/12/2022 8:41,4/12/2022,"YW, KG",MBN ,MBNG12,deploy,MBNG12-I,inside,NA,100,0,hobo,,,,,
4/12/2022 8:42,4/12/2022,"YW, KG",MBN ,MBNG12 ,deploy,MBNG12-O,outside,NA,100,0,hobo,,,,,
4/12/2022 8:56,4/12/2022,"SM, YW, KG, CP",MBN,MBNG27,deploy,MBNG27-I,inside,NA,100,0,hobo,,,,,
4/12/2022 8:58,4/12/2022,KG,MBN,MBNG27,deploy,MBNG27-O,outside,NA,100,0,hobo,,,,,
4/12/2022 10:00,4/12/2022,"CP, KG,",RRR ,RRRR2,deploy,RRRR2-I,inside,NA,100,0,hobo,,,,,
4/12/2022 10:01,4/12/2022,KG,RRR,RRRR2,deploy,RRRR2-O,outside,NA,100,0,hobo,,,,,
4/12/2022 10:22,4/12/2022,"YW, KG",RRR,RRRG 7,deploy,RRRG 7-I,inside,NA,100,0,hobo,,,,,
4/12/2022 10:23,4/12/2022,"YW, KG",RRR ,RRRG 7,deploy,RRRG 7-O,outside,NA,100,0,hobo,,,,,
4/12/2022 10:38,4/12/2022,"KG, CP, YW",RRR,RRRG 28,deploy,RRRG 28-O,outside,NA,100,0,hobo,,,,,
4/12/2022 10:40,4/12/2022,KG,RRR,RRRG28,deploy,RRRG28-I,inside,NA,100,0,hobo,,,,,
4/12/2022 11:49,4/12/2022,KL VW,PIC,PICO8,deploy,PICO8-O,outside,NA,66,0,hobo,,,,,
4/12/2022 11:50,4/12/2022,VW KL,PIC,PICO8,deploy,PICO8-I,inside,NA,100,0,hobo,,,,,
4/14/2022 7:44,4/14/2022,"KL, VW",MBN,MBNC16,deploy,MBNC16-I,inside,NA,100,0,hobo,,,,,
4/14/2022 7:54,4/14/2022,"KL, VW",MBN,MBNC16,deploy,MBNC16-O,outside,NA,100,P,hobo,,,,,
4/14/2022 7:55,4/14/2022,"KL, VW ",MBN ,MBNC13,deploy,MBNC13-I,inside,NA,100,0,hobo,,,,,
4/14/2022 7:55,4/14/2022,"KL, VW ",MBN,MBNC13,deploy,MBNC13-humidity,outside,NA,100,0,hobo,,,,,
4/14/2022 7:57,4/14/2022,"KL, VW ",MBN,MBNC13,deploy,MBNC13-O,outside,NA,100,0,hobo,,,,,
4/14/2022 9:45,4/14/2022,KL VW,MCN,MCO2,deploy,MCO2-I,inside,NA,100,0,hobo,,,,,
4/14/2022 9:46,4/14/2022,KL VW,MCN,MCO2,deploy,MCO2-O,outside,NA,100,0,hobo,,,,,
4/14/2022 9:47,4/14/2022,KL VW,MCN,MCO2,deploy,MCO2-humidity,outside,NA,100,0,hobo,,,,,
4/14/2022 10:08,4/14/2022,KL VW,PIC,PCC1,deploy,PCC1-humidity,outside,NA,100,0,hobo,,,,,
4/16/2022 11:07,4/16/2022,"KG, YW, KL",RRR,RRRG,deploy,RRRG1-I,inside,NA,100,0,hobo,,,,,
4/16/2022 11:07,4/16/2022,KG KL YW,RRR,RRRG1,deploy,RRRG1-O,outside,NA,100,0,hobo,,,,,
4/16/2022 11:41,4/16/2022,KG YW KL,BRO,BRO1,deploy,BRO1-O,outside,NA,100,0,hobo,,,,,
4/16/2022 11:42,4/16/2022,"KG, YW, KL",DCC,BROq,deploy,BRO1-I,inside,NA,100,0,hobo,,,,,
4/16/2022 11:47,4/16/2022,"KL, KG, YW",DCC,BRO3,deploy,BRO3-humidity,outside,NA,100,0,hobo,,,,,
