Comments,OK to get fecal sample?,Date of fecal sample,Comments/info from fecal sample visit,Site,Nestbox,Attempt No. ,Species,Male ID,Female ID,First Egg Date,First Egg Date Certainty,Clutch Size,Incubation Begins Date,Eggs Hatched,Eggs Failed-to-Hatch,Eggs Abandoned,Eggs Depredated,Eggs Destroyed,Egg Unknown Fate,Brood Size,Hatch Date,HD Observed or Estimated?,Earliest Target Banding Date,Latest Target Banding Date,Date Banded,Nestlings Fledging,Nestlings Perishing,Nestlings Abandoned,Nestlings Depredated,Nestlings Destroyed,BAND numbers of Nestlings,Notes,,,
,,,,Picnic Grounds,PCC5,1,WEBL,UB,UB,5/22/2022,estimated ,4,5/26/2022,4,0,0,0,0,0,4,6/4/2022,estimated ,6/18/2022,6/20/2022,6/22/2022,4,0,0,0,0,,,,,
HOBO loggers,Done,8-May-22,Released at site of capture,Picnic Grounds,PCC6,1,WEBL,,,4/12/2022,confirmed ,6,4/15/2022,6,0,0,0,0,0,6,4/25/2022,estimated ,5/9/2022,5/11/2022,5/8/2022,6,0,0,0,0,,,,,
,,,,Picnic Grounds,PCC6,2,WEBL,,,6/13/2022,estimated,1,-,0,1,0,0,0,0,0,-,,,,,,,,,,,,,,
,,,,Picnic Grounds,PCC6,3,WEBL,,,6/30/2022,estimated,1,-,0,1,0,0,0,0,0,-,,,,,,,,,,,,,,
HOBO loggers,,,,Picnic Grounds,PCC7,1,WEBL,UB,SV:UB,3/29/2022,estimated,6,4/6/2022,0,0,6,0,0,0,0,-,,,,,,,,,,,abandoned,,,
HOBO loggers,,,,Picnic Grounds,PCC7,2,WEBL,,,5/12/2022,estimated,6,5/17/2022,5,0,0,0,0,1,5,5/30/2022,estimated,6/13/2022,6/15/2022,?,4,0,0,1,0,,,,,
,,,,Picnic Grounds,PCC8,1,WEBL,,UB,4/27/2022,confirmed ,5,5/2/2022,5,0,0,0,0,0,5,5/12/2022,estimated ,5/26/2022,5/28/2022,5/26/2022,5,0,0,0,0,,,,,
,,,,Picnic Grounds,PCC9,1,TRES,,,5/29/2022,estimated,4,6/2/2022,4,0,0,0,0,0,4,6/14/2022,estimated,6/26/2022,6/28/2022,Not banded,4,0,0,0,0,,,,,
,,,,Picnic Grounds,PCE10,1,TRES,,UB,4/23/2022,estimated,6,4/28/2022,6,0,0,0,0,0,6,5/9/2022,estimated,5/21/2022,5/23/2022,-,0,1,0,5,0,,"All missing on banding day, one found squished ",,,
,,,,Picnic Grounds,PCE10,2,TRES,,,5/28/2022,estimated,6,6/1/2022,4,0,0,0,0,2,4,6/16/2022,estimated,6/28/2022,6/30/2022,6/29/2022,4,0,0,0,0,,,,,
,,,,Picnic Grounds,PCE2,1,TRES,,1691-81381 dead,4/13/2022,estimated,3,-,0,0,0,3,0,0,0,-,,,,,,,,,,,,,,
,,,,Picnic Grounds,PCE2,2,TRES,,,4/26/2022,confirmed ,6,5/1/2022,5,0,0,0,0,1,5,5/11/2022,estimated ,5/23/2022,5/25/2022,Not banded,5,0,0,0,0,,,,,
,,,,Picnic Grounds,PCE3,1,ATFL,,,5/26/2022,confirmed,4,5/28/2022,4,0,0,0,0,0,3,6/12/2022,estimated ,6/23/2022,6/24/2022,6/24/2022,3,0,0,0,0,,,,,
,,,,Picnic Grounds,PCE4,1,WEBL,,,4/24/2022,estimated,5,4/28/2022,5,0,0,0,0,0,5,5/11/2022,estimated ,5/25/2022,5/27/2022,5/26/2022,5,0,0,0,0,,,,,
,,,,Picnic Grounds,PCE4,2,WEBL,,,6/25/2022,estimated,5,6/29/2022,5,0,0,0,0,0,0,7/8/2022,estimated,7/22/2022,7/24/2022,7/22/2022,,,,,,,,,,
,,,,Picnic Grounds,PCE5,1,WEBL,,,4/7/2022,confirmed ,2,-,0,0,2,0,0,0,0,-,,,,,,,,,,,"Eggs abandoned, taken to the museum",,,
,,,,Picnic Grounds,PCE6,1,TRES,,,4/30/2022,confirmed,6,5/5/2022,5,0,0,0,0,1,5,5/19/2022,estimated ,5/31/2022,6/2/2022,-,0,0,0,5,0,,All nestlings predated,,,
,,,,Picnic Grounds,PCE7,1,WEBL,,,4/7/2022,estimated,4,4/11/2022,0,0,1,0,0,3,0,-,,,,,,,,,,,,,,
,,,,Picnic Grounds,PCE7,2,WEBL,,,5/1/2022,estimated,4,5/5/2022,4,0,0,0,0,0,4,5/10/2022,estimated ,5/24/2022,5/26/2022,5/26/2022,4,0,0,0,0,,,,,
,,,,Picnic Grounds,PCE7,3,WEBL,,UB,6/19/2022,estimated,3,6/23/2022,2,0,0,0,0,1,2,7/6/2022,estimated ,7/20/2022,7/22/2022,7/22/2022,,,,,,,,,,
,,,,Picnic Grounds,PCE8,1,WEBL,,GN/RD:?,3/27/2022,estimated,5,3/31/2022,3,2,0,0,0,0,3,4/15/2022,estimated ,4/28/2022,4/30/2022,-,0,0,0,3,0,,"All missing on banding day, clean nest",,,
,,,,Picnic Grounds,PCE8 ,2,TRES,,,5/18/2022,estimated ,5,5/23/2022,5,0,0,0,0,0,5,5/27/2022,estimated ,6/8/2022,6/10/2022,6/8/2022,5,0,0,0,0,,,,,
,,,,Picnic Grounds,PCE9,1,WEBL,,,5/5/2022,confirmed,2,-,0,0,0,2,0,0,0,-,,,,,,,,,,,,,,
,,,,Picnic Grounds,PCE9,2,WEBL,,,5/27/2022,estimated,5,6/1/2022,5,0,0,0,0,0,5,6/14/2022,estimated,6/28/2022,6/30/2022,6/29/2022,5,0,0,0,0,,,,,
,Done,8-May-22,Released at site of capture,Picnic Grounds,PCT1,1,WEBL,UB,UB,4/12/2022,estimated,4,4/15/2022,4,0,0,0,0,0,4,4/28/2022,estimated,5/12/2022,5/14/2022,Not banded,4,0,0,0,0,,,,,
,,,,Picnic Grounds,PCT1,2,WEBL,UB,UB,6/12/2022,estimated,4,6/16/2022,3,1,0,0,0,0,3,6/26/2022,estimated,7/10/2022,7/12/2022,7/11/2022,3,0,0,0,0,,,,,
,,,,Picnic Grounds,PCT10,1,WEBL,UB,UB,5/22/2022,estimated,4,5/26/2022,4,0,0,0,0,0,4,6/5/2022,estimated ,6/19/2022,6/21/2022,6/22/2022,4,0,0,0,0,,,,,
,Done,8-May-22,Released at site of capture,Picnic Grounds,PCT2,1,WEBL,,UB,4/11/2022,estimated,5,4/14/2022,5,0,0,0,0,0,5,4/26/2022,estimated,5/10/2022,5/12/2022,Not banded,5,0,0,0,0,,,,,
,,,,Picnic Grounds,PCT2,2,WEBL,,,5/26/2022,estimated ,6,6/1/2022,5,1,0,0,0,0,5,6/13/2022,estimated,6/26/2022,6/28/2022,Not banded,5,,,,,,,,,
,,,,Picnic Grounds,PCT3,1,TRES,,,4/25/2022,estimated,6,5/1/2022,6,0,0,0,0,0,6,5/13/2022,estimated ,5/25/2022,5/27/2022,5/26/2022,6,0,0,0,0,,,,,
,Done,8-May-22,Released at site of capture,Picnic Grounds,PCT4,1,WEBL,UB,UB,4/11/2022,estimated,5,4/15/2022,5,0,0,0,0,0,5,4/28/2022,estimated ,5/12/2022,5/14/2022,Not banded,5,0,0,0,0,,,,,
,,,,Picnic Grounds,PCT4,2,WEBL,UB,UB,6/11/2022,estimated,4,6/15/2022,4,0,0,0,0,0,4,6/24/2022,estimated,7/8/2022,7/10/2022,7/8/2022,4,0,0,0,0,,,,,
,,,,Picnic Grounds,PCT5,1,TRES,,,5/23/2022,estimated ,5,5/27/2022,4,0,0,0,0,1,4,6/3/2022,estimated,6/16/2022,6/18/2022,6/17/2022,5,0,0,0,0,,,,,
,,,,Picnic Grounds,PCT6,1,TRES,,,4/18/2022,estimated,5,4/22/2022,5,0,0,0,0,0,5,5/6/2022,estimated ,5/17/2022,5/19/2022,5/19/2022,5,0,0,0,0,,,,,
,,,,Picnic Grounds,PCT6,2,TRES,,,6/9/2022,estimated,4,6/13/2022,4,0,0,0,0,0,4,6/28/2022,estimated,7/9/2022,7/11/2022,7/11/2022,4,0,0,0,0,,,,,
,,,,Picnic Grounds,PCT7,1,WEBL,,,4/6/2022,confirmed ,6,4/11/2022,5,1,0,0,0,0,5,4/28/2022,estimated,5/12/2022,5/14/2022,Not banded,5,0,0,0,0,,Mites,,,
,,,,Picnic Grounds,PCT7,2,WEBL,,,6/3/2022,confirmed,5,6/8/2022,3,1,0,0,0,1,3,6/19/2022,estimated ,7/4/2022,7/6/2022,7/5/2022,3,0,0,0,0,,Might be a previously abandoned egg,,,
,,,,Picnic Grounds,PCT8,1,WEBL,,,5/22/2022,estimated ,3+,5/26/2022,4,0,0,0,0,0,4,6/4/2022,estimated ,6/18/2022,6/20/2022,6/19/2022,4,0,0,0,0,,,,,
,,,,Picnic Grounds,PCT9,1,WEBL,,,4/29/2022,confirmed ,3?,-,0,0,0,3,0,0,0,-,,,,,,,,,,,,,,
,,,,Picnic Grounds,PCT9,2,ATFL,,,6/10/2022,estimated,4,6/14/2022,4,0,0,0,0,0,4,6/21/2022,estimated,7/1/2022,7/2/2022,7/1/2022,4,0,0,0,0,,,,,
,,,,Picnic Grounds,PCC18,1,WEBL,,,,estimated ,4,,4,0,0,0,0,0,4,6/12/2022,estimated,6/26/2022,6/28/2022,Not banded,4,0,0,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
